BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	22
Frequency:    	100 Hz
Frames:       	583
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	
   179	1.790	  0.089914	  0.899659	  0.208061	 -0.092674	  0.875405	  0.056256	 -0.068220	  0.802229	  0.031886	 -0.039919	  0.624769	 -0.057291	  0.025882	  0.441324	  0.057630	  0.037646	  0.388684	  0.050649	  0.048478	  0.255861	  0.012521	  0.050887	  0.075488	  0.066540	 -0.037180	  0.026280	  0.039951	 -0.097740	  0.883926	  0.369768	 -0.063763	  0.818243	  0.398417	 -0.065920	  0.625318	  0.485807	 -0.017792	  0.441585	  0.371684	  0.000100	  0.381248	  0.379341	  0.022839	  0.251304	  0.412441	  0.044806	  0.078614	  0.351867	 -0.058413	  0.026406	  0.379398	  0.111609	  0.029040	  0.122932	  0.101369	  0.018714	  0.284275	 -0.024033	  1.330589	  0.045229	  0.073882	  1.350754	  0.217057	 -0.003454	  1.322915	  0.399335	
   180	1.800	  0.089871	  0.899668	  0.208037	 -0.092759	  0.875388	  0.056235	 -0.068263	  0.802217	  0.031883	 -0.039978	  0.624753	 -0.057306	  0.025836	  0.441322	  0.057615	  0.037667	  0.388690	  0.050643	  0.048420	  0.255860	  0.012506	  0.050905	  0.075481	  0.066547	 -0.037160	  0.026286	  0.039951	 -0.097763	  0.883923	  0.369752	 -0.063806	  0.818244	  0.398396	 -0.065922	  0.625319	  0.485809	 -0.017802	  0.441584	  0.371684	  0.000086	  0.381257	  0.379330	  0.022833	  0.251311	  0.412439	  0.044793	  0.078623	  0.351866	 -0.058405	  0.026409	  0.379410	  0.111611	  0.029038	  0.122943	  0.101352	  0.018714	  0.284260	 -0.024074	  1.330565	  0.045192	  0.073852	  1.350751	  0.217019	 -0.003516	  1.322929	  0.399295	
   181	1.810	  0.089839	  0.899685	  0.208017	 -0.092804	  0.875372	  0.056215	 -0.068347	  0.802209	  0.031877	 -0.040024	  0.624733	 -0.057325	  0.025810	  0.441325	  0.057624	  0.037599	  0.388707	  0.050645	  0.048441	  0.255868	  0.012491	  0.050912	  0.075483	  0.066548	 -0.037152	  0.026287	  0.039948	 -0.097781	  0.883921	  0.369747	 -0.063831	  0.818247	  0.398382	 -0.065982	  0.625337	  0.485786	 -0.017832	  0.441578	  0.371674	  0.000070	  0.381253	  0.379329	  0.022826	  0.251324	  0.412431	  0.044798	  0.078625	  0.351866	 -0.058409	  0.026419	  0.379414	  0.111604	  0.029024	  0.122934	  0.101340	  0.018721	  0.284262	 -0.024110	  1.330552	  0.045154	  0.073792	  1.350742	  0.216973	 -0.003550	  1.322949	  0.399264	
   182	1.820	  0.089823	  0.899707	  0.207978	 -0.092849	  0.875364	  0.056196	 -0.068398	  0.802194	  0.031864	 -0.040041	  0.624735	 -0.057334	  0.025803	  0.441325	  0.057625	  0.037566	  0.388705	  0.050638	  0.048419	  0.255883	  0.012494	  0.050894	  0.075486	  0.066550	 -0.037177	  0.026273	  0.039946	 -0.097810	  0.883923	  0.369735	 -0.063874	  0.818245	  0.398376	 -0.066031	  0.625338	  0.485766	 -0.017879	  0.441575	  0.371665	  0.000058	  0.381252	  0.379319	  0.022812	  0.251327	  0.412409	  0.044808	  0.078628	  0.351871	 -0.058401	  0.026423	  0.379413	  0.111603	  0.029037	  0.122931	  0.101355	  0.018736	  0.284282	 -0.024147	  1.330548	  0.045124	  0.073755	  1.350757	  0.216935	 -0.003598	  1.322951	  0.399216	
   183	1.830	  0.089765	  0.899707	  0.207945	 -0.092896	  0.875357	  0.056188	 -0.068418	  0.802176	  0.031855	 -0.040056	  0.624718	 -0.057345	  0.025795	  0.441326	  0.057618	  0.037575	  0.388687	  0.050618	  0.048353	  0.255886	  0.012481	  0.050929	  0.075482	  0.066550	 -0.037192	  0.026277	  0.039956	 -0.097857	  0.883929	  0.369726	 -0.063900	  0.818253	  0.398373	 -0.066067	  0.625336	  0.485763	 -0.017902	  0.441582	  0.371666	  0.000035	  0.381256	  0.379314	  0.022790	  0.251317	  0.412419	  0.044810	  0.078618	  0.351879	 -0.058399	  0.026425	  0.379421	  0.111594	  0.029042	  0.122935	  0.101348	  0.018734	  0.284272	 -0.024196	  1.330539	  0.045093	  0.073678	  1.350747	  0.216898	 -0.003655	  1.322965	  0.399188	
   184	1.840	  0.089721	  0.899715	  0.207928	 -0.092928	  0.875350	  0.056181	 -0.068423	  0.802168	  0.031859	 -0.040100	  0.624689	 -0.057365	  0.025793	  0.441313	  0.057610	  0.037580	  0.388685	  0.050620	  0.048339	  0.255879	  0.012482	  0.050925	  0.075471	  0.066552	 -0.037183	  0.026279	  0.039965	 -0.097865	  0.883920	  0.369719	 -0.063893	  0.818247	  0.398362	 -0.066110	  0.625319	  0.485751	 -0.017907	  0.441588	  0.371652	  0.000022	  0.381256	  0.379321	  0.022802	  0.251323	  0.412420	  0.044803	  0.078620	  0.351874	 -0.058404	  0.026423	  0.379409	  0.111590	  0.029044	  0.122935	  0.101356	  0.018750	  0.284277	 -0.024223	  1.330521	  0.045058	  0.073611	  1.350748	  0.216875	 -0.003736	  1.322980	  0.399162	
   185	1.850	  0.089708	  0.899740	  0.207926	 -0.092991	  0.875343	  0.056173	 -0.068414	  0.802157	  0.031853	 -0.040148	  0.624673	 -0.057373	  0.025808	  0.441313	  0.057602	  0.037567	  0.388702	  0.050611	  0.048349	  0.255863	  0.012479	  0.050892	  0.075475	  0.066545	 -0.037187	  0.026276	  0.039958	 -0.097891	  0.883924	  0.369702	 -0.063900	  0.818257	  0.398347	 -0.066137	  0.625318	  0.485735	 -0.017922	  0.441583	  0.371650	  0.000013	  0.381267	  0.379317	  0.022781	  0.251325	  0.412420	  0.044794	  0.078635	  0.351879	 -0.058401	  0.026415	  0.379413	  0.111612	  0.029052	  0.122925	  0.101357	  0.018756	  0.284274	 -0.024238	  1.330507	  0.045017	  0.073575	  1.350756	  0.216857	 -0.003815	  1.322973	  0.399119	
   186	1.860	  0.089724	  0.899753	  0.207931	 -0.093049	  0.875336	  0.056161	 -0.068446	  0.802147	  0.031851	 -0.040154	  0.624666	 -0.057378	  0.025804	  0.441304	  0.057582	  0.037564	  0.388695	  0.050611	  0.048347	  0.255874	  0.012478	  0.050890	  0.075472	  0.066551	 -0.037209	  0.026283	  0.039959	 -0.097887	  0.883917	  0.369677	 -0.063932	  0.818260	  0.398334	 -0.066141	  0.625331	  0.485718	 -0.017931	  0.441584	  0.371654	 -0.000001	  0.381265	  0.379315	  0.022753	  0.251337	  0.412409	  0.044790	  0.078624	  0.351883	 -0.058396	  0.026416	  0.379426	  0.111628	  0.029061	  0.122943	  0.101338	  0.018740	  0.284279	 -0.024285	  1.330511	  0.044997	  0.073534	  1.350766	  0.216835	 -0.003878	  1.322966	  0.399083	
   187	1.870	  0.089700	  0.899768	  0.207903	 -0.093045	  0.875327	  0.056132	 -0.068461	  0.802130	  0.031846	 -0.040137	  0.624666	 -0.057386	  0.025763	  0.441299	  0.057581	  0.037564	  0.388690	  0.050621	  0.048347	  0.255882	  0.012481	  0.050889	  0.075475	  0.066552	 -0.037231	  0.026288	  0.039961	 -0.097876	  0.883898	  0.369662	 -0.063948	  0.818259	  0.398309	 -0.066138	  0.625326	  0.485709	 -0.017925	  0.441578	  0.371643	 -0.000009	  0.381258	  0.379304	  0.022782	  0.251352	  0.412415	  0.044804	  0.078616	  0.351887	 -0.058405	  0.026420	  0.379408	  0.111636	  0.029058	  0.122938	  0.101382	  0.018760	  0.284298	 -0.024319	  1.330493	  0.044970	  0.073499	  1.350774	  0.216807	 -0.003951	  1.322978	  0.399044	
   188	1.880	  0.089707	  0.899781	  0.207895	 -0.093079	  0.875315	  0.056118	 -0.068466	  0.802109	  0.031834	 -0.040104	  0.624658	 -0.057387	  0.025775	  0.441299	  0.057580	  0.037547	  0.388696	  0.050626	  0.048331	  0.255873	  0.012488	  0.050897	  0.075482	  0.066545	 -0.037203	  0.026281	  0.039975	 -0.097933	  0.883900	  0.369655	 -0.063917	  0.818257	  0.398289	 -0.066126	  0.625326	  0.485713	 -0.017918	  0.441586	  0.371638	 -0.000007	  0.381263	  0.379289	  0.022793	  0.251358	  0.412437	  0.044788	  0.078607	  0.351874	 -0.058412	  0.026417	  0.379415	  0.111656	  0.029076	  0.122947	  0.101381	  0.018767	  0.284304	 -0.024371	  1.330467	  0.044947	  0.073434	  1.350783	  0.216778	 -0.004032	  1.322978	  0.399006	
   189	1.890	  0.089690	  0.899783	  0.207878	 -0.093136	  0.875293	  0.056090	 -0.068448	  0.802105	  0.031820	 -0.040083	  0.624653	 -0.057393	  0.025805	  0.441305	  0.057580	  0.037567	  0.388691	  0.050629	  0.048325	  0.255874	  0.012490	  0.050906	  0.075490	  0.066550	 -0.037211	  0.026264	  0.039983	 -0.097944	  0.883892	  0.369641	 -0.063918	  0.818237	  0.398287	 -0.066103	  0.625349	  0.485723	 -0.017912	  0.441589	  0.371627	  0.000004	  0.381286	  0.379284	  0.022772	  0.251365	  0.412438	  0.044783	  0.078615	  0.351883	 -0.058403	  0.026416	  0.379412	  0.111671	  0.029093	  0.122941	  0.101359	  0.018762	  0.284296	 -0.024424	  1.330457	  0.044918	  0.073371	  1.350793	  0.216753	 -0.004111	  1.322976	  0.398968	
   190	1.900	  0.089663	  0.899794	  0.207859	 -0.093121	  0.875265	  0.056062	 -0.068424	  0.802097	  0.031814	 -0.040066	  0.624651	 -0.057390	  0.025852	  0.441297	  0.057580	  0.037601	  0.388679	  0.050623	  0.048334	  0.255861	  0.012478	  0.050908	  0.075484	  0.066559	 -0.037201	  0.026258	  0.039973	 -0.097941	  0.883886	  0.369649	 -0.063934	  0.818225	  0.398251	 -0.066101	  0.625380	  0.485720	 -0.017923	  0.441577	  0.371610	 -0.000003	  0.381283	  0.379284	  0.022758	  0.251367	  0.412424	  0.044775	  0.078611	  0.351890	 -0.058410	  0.026417	  0.379407	  0.111653	  0.029082	  0.122938	  0.101338	  0.018745	  0.284281	 -0.024464	  1.330442	  0.044888	  0.073319	  1.350796	  0.216721	 -0.004190	  1.322990	  0.398939	
   191	1.910	  0.089646	  0.899813	  0.207864	 -0.093120	  0.875239	  0.056046	 -0.068394	  0.802101	  0.031804	 -0.040008	  0.624664	 -0.057392	  0.025839	  0.441285	  0.057577	  0.037604	  0.388678	  0.050615	  0.048362	  0.255847	  0.012471	  0.050907	  0.075485	  0.066550	 -0.037191	  0.026260	  0.039960	 -0.097968	  0.883885	  0.369625	 -0.063924	  0.818209	  0.398238	 -0.066110	  0.625389	  0.485719	 -0.017935	  0.441581	  0.371610	 -0.000005	  0.381274	  0.379291	  0.022769	  0.251356	  0.412412	  0.044767	  0.078613	  0.351880	 -0.058404	  0.026406	  0.379417	  0.111643	  0.029071	  0.122944	  0.101353	  0.018746	  0.284284	 -0.024504	  1.330428	  0.044853	  0.073283	  1.350826	  0.216689	 -0.004255	  1.323003	  0.398923	
   192	1.920	  0.089644	  0.899834	  0.207866	 -0.093124	  0.875211	  0.056023	 -0.068380	  0.802106	  0.031785	 -0.039954	  0.624677	 -0.057396	  0.025831	  0.441304	  0.057559	  0.037609	  0.388688	  0.050615	  0.048377	  0.255844	  0.012477	  0.050889	  0.075488	  0.066550	 -0.037190	  0.026251	  0.039956	 -0.097995	  0.883873	  0.369604	 -0.063923	  0.818197	  0.398226	 -0.066121	  0.625385	  0.485714	 -0.017943	  0.441568	  0.371621	 -0.000009	  0.381281	  0.379282	  0.022760	  0.251345	  0.412404	  0.044767	  0.078620	  0.351881	 -0.058407	  0.026405	  0.379425	  0.111631	  0.029061	  0.122946	  0.101360	  0.018760	  0.284287	 -0.024566	  1.330418	  0.044828	  0.073234	  1.350841	  0.216664	 -0.004326	  1.323000	  0.398904	
   193	1.930	  0.089655	  0.899848	  0.207857	 -0.093149	  0.875205	  0.056010	 -0.068357	  0.802096	  0.031776	 -0.039951	  0.624671	 -0.057421	  0.025843	  0.441306	  0.057557	  0.037623	  0.388673	  0.050624	  0.048367	  0.255848	  0.012469	  0.050864	  0.075490	  0.066546	 -0.037229	  0.026253	  0.039968	 -0.097993	  0.883865	  0.369602	 -0.063874	  0.818197	  0.398199	 -0.066130	  0.625386	  0.485699	 -0.017935	  0.441567	  0.371614	 -0.000008	  0.381287	  0.379281	  0.022742	  0.251362	  0.412393	  0.044764	  0.078609	  0.351886	 -0.058394	  0.026403	  0.379423	  0.111626	  0.029075	  0.122956	  0.101359	  0.018757	  0.284287	 -0.024612	  1.330405	  0.044796	  0.073189	  1.350849	  0.216640	 -0.004401	  1.322995	  0.398880	
   194	1.940	  0.089645	  0.899850	  0.207856	 -0.093172	  0.875204	  0.056017	 -0.068354	  0.802082	  0.031767	 -0.039931	  0.624665	 -0.057426	  0.025881	  0.441285	  0.057551	  0.037638	  0.388669	  0.050624	  0.048349	  0.255850	  0.012464	  0.050882	  0.075489	  0.066554	 -0.037254	  0.026253	  0.039973	 -0.098014	  0.883859	  0.369586	 -0.063828	  0.818196	  0.398186	 -0.066172	  0.625403	  0.485686	 -0.017959	  0.441568	  0.371592	 -0.000015	  0.381283	  0.379281	  0.022739	  0.251363	  0.412400	  0.044766	  0.078610	  0.351888	 -0.058405	  0.026400	  0.379419	  0.111622	  0.029091	  0.122941	  0.101355	  0.018760	  0.284272	 -0.024652	  1.330385	  0.044769	  0.073144	  1.350861	  0.216612	 -0.004503	  1.323003	  0.398858	
   195	1.950	  0.089637	  0.899847	  0.207860	 -0.093170	  0.875198	  0.056008	 -0.068311	  0.802071	  0.031756	 -0.039921	  0.624671	 -0.057440	  0.025908	  0.441277	  0.057542	  0.037610	  0.388668	  0.050615	  0.048315	  0.255856	  0.012454	  0.050876	  0.075488	  0.066558	 -0.037281	  0.026243	  0.039991	 -0.098047	  0.883872	  0.369569	 -0.063834	  0.818196	  0.398166	 -0.066224	  0.625412	  0.485660	 -0.018000	  0.441562	  0.371586	 -0.000038	  0.381272	  0.379282	  0.022722	  0.251357	  0.412405	  0.044786	  0.078615	  0.351899	 -0.058413	  0.026404	  0.379409	  0.111634	  0.029097	  0.122933	  0.101360	  0.018776	  0.284279	 -0.024701	  1.330378	  0.044758	  0.073047	  1.350878	  0.216573	 -0.004548	  1.323010	  0.398832	
   196	1.960	  0.089647	  0.899853	  0.207854	 -0.093121	  0.875202	  0.056013	 -0.068271	  0.802052	  0.031737	 -0.039915	  0.624665	 -0.057464	  0.025912	  0.441281	  0.057549	  0.037618	  0.388672	  0.050620	  0.048332	  0.255837	  0.012462	  0.050882	  0.075498	  0.066540	 -0.037276	  0.026246	  0.039995	 -0.098035	  0.883868	  0.369552	 -0.063807	  0.818191	  0.398148	 -0.066269	  0.625437	  0.485646	 -0.017991	  0.441564	  0.371597	 -0.000040	  0.381258	  0.379289	  0.022706	  0.251350	  0.412390	  0.044770	  0.078608	  0.351893	 -0.058435	  0.026414	  0.379412	  0.111631	  0.029103	  0.122930	  0.101364	  0.018784	  0.284267	 -0.024726	  1.330374	  0.044735	  0.072977	  1.350872	  0.216534	 -0.004607	  1.323010	  0.398797	
   197	1.970	  0.089666	  0.899871	  0.207851	 -0.093138	  0.875224	  0.056014	 -0.068242	  0.802042	  0.031730	 -0.039877	  0.624662	 -0.057491	  0.025954	  0.441269	  0.057551	  0.037662	  0.388664	  0.050622	  0.048352	  0.255841	  0.012451	  0.050894	  0.075482	  0.066545	 -0.037247	  0.026248	  0.039976	 -0.098021	  0.883861	  0.369550	 -0.063785	  0.818167	  0.398147	 -0.066285	  0.625447	  0.485631	 -0.017978	  0.441564	  0.371598	 -0.000049	  0.381265	  0.379271	  0.022688	  0.251348	  0.412374	  0.044757	  0.078603	  0.351870	 -0.058432	  0.026414	  0.379411	  0.111658	  0.029105	  0.122920	  0.101383	  0.018768	  0.284260	 -0.024748	  1.330356	  0.044704	  0.072937	  1.350878	  0.216511	 -0.004692	  1.323011	  0.398761	
   198	1.980	  0.089684	  0.899889	  0.207849	 -0.093115	  0.875223	  0.056004	 -0.068226	  0.802045	  0.031734	 -0.039819	  0.624662	 -0.057486	  0.025952	  0.441275	  0.057546	  0.037698	  0.388652	  0.050620	  0.048361	  0.255840	  0.012461	  0.050884	  0.075487	  0.066561	 -0.037251	  0.026244	  0.039979	 -0.097978	  0.883847	  0.369557	 -0.063761	  0.818147	  0.398142	 -0.066268	  0.625437	  0.485629	 -0.017978	  0.441562	  0.371587	 -0.000060	  0.381276	  0.379253	  0.022708	  0.251349	  0.412382	  0.044758	  0.078604	  0.351873	 -0.058425	  0.026411	  0.379417	  0.111648	  0.029090	  0.122922	  0.101382	  0.018761	  0.284249	 -0.024768	  1.330332	  0.044669	  0.072900	  1.350887	  0.216489	 -0.004742	  1.323012	  0.398750	
   199	1.990	  0.089672	  0.899879	  0.207852	 -0.093070	  0.875208	  0.055998	 -0.068178	  0.802034	  0.031718	 -0.039780	  0.624669	 -0.057489	  0.025957	  0.441277	  0.057543	  0.037701	  0.388659	  0.050621	  0.048368	  0.255852	  0.012479	  0.050912	  0.075505	  0.066566	 -0.037270	  0.026225	  0.039980	 -0.097976	  0.883831	  0.369543	 -0.063715	  0.818138	  0.398120	 -0.066234	  0.625434	  0.485635	 -0.017979	  0.441563	  0.371588	 -0.000052	  0.381265	  0.379249	  0.022720	  0.251364	  0.412389	  0.044752	  0.078596	  0.351889	 -0.058422	  0.026408	  0.379419	  0.111667	  0.029093	  0.122913	  0.101356	  0.018743	  0.284253	 -0.024800	  1.330315	  0.044638	  0.072857	  1.350896	  0.216479	 -0.004801	  1.323023	  0.398728	
   200	2.000	  0.089695	  0.899879	  0.207862	 -0.093075	  0.875184	  0.055980	 -0.068139	  0.802028	  0.031709	 -0.039752	  0.624670	 -0.057486	  0.026014	  0.441268	  0.057559	  0.037704	  0.388673	  0.050628	  0.048375	  0.255866	  0.012487	  0.050927	  0.075507	  0.066563	 -0.037258	  0.026211	  0.039978	 -0.098031	  0.883837	  0.369518	 -0.063708	  0.818128	  0.398102	 -0.066212	  0.625442	  0.485626	 -0.017984	  0.441550	  0.371577	 -0.000041	  0.381260	  0.379259	  0.022715	  0.251365	  0.412382	  0.044753	  0.078585	  0.351892	 -0.058439	  0.026406	  0.379419	  0.111681	  0.029100	  0.122908	  0.101349	  0.018733	  0.284256	 -0.024827	  1.330315	  0.044614	  0.072789	  1.350905	  0.216454	 -0.004879	  1.323027	  0.398699	
   201	2.010	  0.089707	  0.899885	  0.207873	 -0.093043	  0.875169	  0.055978	 -0.068097	  0.802016	  0.031699	 -0.039690	  0.624663	 -0.057466	  0.026043	  0.441262	  0.057561	  0.037729	  0.388662	  0.050637	  0.048389	  0.255861	  0.012470	  0.050897	  0.075503	  0.066541	 -0.037249	  0.026197	  0.039984	 -0.098030	  0.883831	  0.369503	 -0.063698	  0.818117	  0.398078	 -0.066228	  0.625427	  0.485613	 -0.017991	  0.441539	  0.371573	 -0.000043	  0.381265	  0.379267	  0.022717	  0.251356	  0.412377	  0.044755	  0.078585	  0.351881	 -0.058447	  0.026409	  0.379429	  0.111663	  0.029102	  0.122926	  0.101340	  0.018730	  0.284247	 -0.024843	  1.330317	  0.044594	  0.072727	  1.350917	  0.216422	 -0.004926	  1.323024	  0.398665	
   202	2.020	  0.089741	  0.899882	  0.207883	 -0.093007	  0.875152	  0.055982	 -0.068083	  0.802020	  0.031688	 -0.039628	  0.624678	 -0.057458	  0.026035	  0.441267	  0.057546	  0.037704	  0.388654	  0.050630	  0.048377	  0.255848	  0.012472	  0.050869	  0.075493	  0.066535	 -0.037242	  0.026213	  0.040002	 -0.098033	  0.883821	  0.369495	 -0.063664	  0.818118	  0.398058	 -0.066244	  0.625408	  0.485592	 -0.017967	  0.441544	  0.371582	 -0.000032	  0.381267	  0.379247	  0.022706	  0.251359	  0.412358	  0.044760	  0.078598	  0.351878	 -0.058437	  0.026415	  0.379438	  0.111644	  0.029096	  0.122934	  0.101372	  0.018749	  0.284263	 -0.024851	  1.330315	  0.044582	  0.072723	  1.350924	  0.216400	 -0.004985	  1.323028	  0.398631	
   203	2.030	  0.089756	  0.899876	  0.207884	 -0.092981	  0.875157	  0.055986	 -0.068043	  0.802017	  0.031679	 -0.039596	  0.624702	 -0.057461	  0.025986	  0.441285	  0.057533	  0.037682	  0.388667	  0.050629	  0.048400	  0.255834	  0.012479	  0.050892	  0.075483	  0.066525	 -0.037245	  0.026227	  0.039993	 -0.098047	  0.883836	  0.369487	 -0.063624	  0.818096	  0.398050	 -0.066232	  0.625391	  0.485582	 -0.017943	  0.441549	  0.371577	 -0.000019	  0.381265	  0.379259	  0.022718	  0.251358	  0.412360	  0.044748	  0.078587	  0.351871	 -0.058401	  0.026394	  0.379425	  0.111631	  0.029091	  0.122929	  0.101354	  0.018733	  0.284265	 -0.024882	  1.330306	  0.044574	  0.072710	  1.350930	  0.216381	 -0.005052	  1.323035	  0.398612	
   204	2.040	  0.089755	  0.899872	  0.207879	 -0.092970	  0.875158	  0.055975	 -0.067993	  0.802018	  0.031670	 -0.039571	  0.624704	 -0.057471	  0.025988	  0.441289	  0.057532	  0.037685	  0.388662	  0.050632	  0.048399	  0.255836	  0.012471	  0.050916	  0.075463	  0.066525	 -0.037258	  0.026219	  0.039970	 -0.098009	  0.883841	  0.369483	 -0.063613	  0.818088	  0.398040	 -0.066223	  0.625384	  0.485579	 -0.017934	  0.441549	  0.371579	 -0.000019	  0.381280	  0.379265	  0.022727	  0.251362	  0.412384	  0.044742	  0.078582	  0.351866	 -0.058415	  0.026383	  0.379422	  0.111620	  0.029063	  0.122911	  0.101340	  0.018725	  0.284264	 -0.024911	  1.330294	  0.044545	  0.072681	  1.350937	  0.216365	 -0.005122	  1.323030	  0.398591	
   205	2.050	  0.089786	  0.899879	  0.207871	 -0.092956	  0.875161	  0.055966	 -0.067975	  0.802026	  0.031671	 -0.039535	  0.624700	 -0.057465	  0.025984	  0.441293	  0.057540	  0.037714	  0.388665	  0.050647	  0.048398	  0.255830	  0.012469	  0.050881	  0.075478	  0.066538	 -0.037251	  0.026219	  0.039971	 -0.097969	  0.883831	  0.369479	 -0.063585	  0.818081	  0.398029	 -0.066202	  0.625387	  0.485588	 -0.017942	  0.441553	  0.371574	 -0.000029	  0.381280	  0.379260	  0.022741	  0.251357	  0.412386	  0.044754	  0.078580	  0.351866	 -0.058423	  0.026392	  0.379425	  0.111599	  0.029063	  0.122920	  0.101345	  0.018735	  0.284260	 -0.024896	  1.330283	  0.044512	  0.072644	  1.350958	  0.216359	 -0.005170	  1.323039	  0.398568	
   206	2.060	  0.089814	  0.899877	  0.207889	 -0.092906	  0.875177	  0.055976	 -0.067943	  0.802037	  0.031672	 -0.039508	  0.624701	 -0.057478	  0.026010	  0.441286	  0.057535	  0.037715	  0.388671	  0.050639	  0.048410	  0.255827	  0.012463	  0.050893	  0.075476	  0.066541	 -0.037252	  0.026227	  0.039982	 -0.097969	  0.883828	  0.369460	 -0.063582	  0.818084	  0.398032	 -0.066192	  0.625409	  0.485591	 -0.017954	  0.441555	  0.371574	 -0.000021	  0.381269	  0.379256	  0.022726	  0.251355	  0.412395	  0.044757	  0.078581	  0.351874	 -0.058404	  0.026389	  0.379420	  0.111611	  0.029071	  0.122924	  0.101334	  0.018731	  0.284260	 -0.024905	  1.330278	  0.044492	  0.072605	  1.350979	  0.216341	 -0.005196	  1.323055	  0.398550	
   207	2.070	  0.089839	  0.899871	  0.207898	 -0.092899	  0.875196	  0.055971	 -0.067911	  0.802034	  0.031658	 -0.039485	  0.624705	 -0.057498	  0.026067	  0.441269	  0.057528	  0.037756	  0.388669	  0.050642	  0.048441	  0.255824	  0.012435	  0.050899	  0.075466	  0.066531	 -0.037253	  0.026221	  0.039973	 -0.097960	  0.883829	  0.369437	 -0.063583	  0.818086	  0.398042	 -0.066199	  0.625416	  0.485586	 -0.017956	  0.441549	  0.371574	 -0.000008	  0.381247	  0.379255	  0.022714	  0.251342	  0.412386	  0.044765	  0.078574	  0.351869	 -0.058424	  0.026396	  0.379418	  0.111620	  0.029069	  0.122907	  0.101330	  0.018705	  0.284266	 -0.024890	  1.330261	  0.044478	  0.072599	  1.350990	  0.216331	 -0.005228	  1.323065	  0.398526	
