BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	24
Frequency:    	100 Hz
Frames:       	1031
Start time:   	0.000

 Frame	  Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	    r gr.X	    r gr.Y	    r gr.Z	    l gr.X	    l gr.Y	    l gr.Z	
   278	 2.780	  1.476523	  0.933974	  0.217419	  1.231857	  0.905801	  0.127062	  1.276295	  0.815226	  0.021993	  1.258931	  0.632805	 -0.066317	  1.230212	  0.476764	  0.039232	  1.216416	  0.430459	  0.042215	  1.213790	  0.290886	  0.002165	  1.216736	  0.086656	  0.066058	  1.105590	  0.026872	  0.055906	  1.244940	  0.885965	  0.351577	  1.367476	  0.771748	  0.430427	  1.375991	  0.647185	  0.519977	  1.400054	  0.457704	  0.401503	  1.432160	  0.416917	  0.407800	  1.513542	  0.328706	  0.439366	  1.656624	  0.177573	  0.374401	  1.665389	  0.049711	  0.380344	  1.275030	  0.019568	  0.127005	  1.737556	  0.207318	  0.305964	  1.333923	  1.361334	  0.020063	  1.411963	  1.446218	  0.217864	  1.285066	  1.381711	  0.412740	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   279	 2.790	  1.469087	  0.935077	  0.216595	  1.224515	  0.907129	  0.125005	  1.269486	  0.816580	  0.021384	  1.253668	  0.633993	 -0.067136	  1.227677	  0.477057	  0.038466	  1.214277	  0.430382	  0.041441	  1.213054	  0.290762	  0.001762	  1.216720	  0.086630	  0.065959	  1.105523	  0.026789	  0.055782	  1.238070	  0.887664	  0.349338	  1.356597	  0.771401	  0.428373	  1.360476	  0.646566	  0.518540	  1.379671	  0.456978	  0.400290	  1.411552	  0.416539	  0.406308	  1.495068	  0.330356	  0.437010	  1.642018	  0.184398	  0.371116	  1.653477	  0.057269	  0.378952	  1.275049	  0.019487	  0.126927	  1.721537	  0.215088	  0.300999	  1.324525	  1.362777	  0.017904	  1.403979	  1.447939	  0.215147	  1.278241	  1.383179	  0.410802	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   280	 2.800	  1.462002	  0.936062	  0.215792	  1.217489	  0.908324	  0.123183	  1.263233	  0.817593	  0.020445	  1.248058	  0.635206	 -0.068075	  1.225206	  0.477298	  0.037672	  1.212194	  0.430301	  0.040757	  1.212227	  0.290645	  0.001307	  1.216715	  0.086590	  0.065872	  1.105522	  0.026694	  0.055657	  1.231199	  0.889349	  0.347331	  1.345635	  0.770974	  0.426528	  1.345681	  0.646091	  0.516766	  1.359298	  0.456669	  0.398462	  1.391416	  0.416940	  0.404279	  1.476837	  0.332250	  0.434398	  1.627028	  0.191350	  0.367662	  1.638753	  0.064296	  0.377840	  1.275086	  0.019391	  0.126850	  1.705162	  0.220844	  0.295380	  1.315631	  1.363990	  0.015855	  1.396115	  1.449371	  0.212423	  1.271685	  1.384576	  0.409056	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   281	 2.810	  1.455009	  0.937076	  0.215145	  1.210566	  0.909402	  0.121519	  1.257142	  0.818369	  0.019636	  1.242468	  0.636303	 -0.069002	  1.222743	  0.477416	  0.036909	  1.210191	  0.430222	  0.040165	  1.211293	  0.290510	  0.000798	  1.216700	  0.086545	  0.065765	  1.105555	  0.026608	  0.055531	  1.224146	  0.890994	  0.345534	  1.335031	  0.770804	  0.424700	  1.331790	  0.645759	  0.514880	  1.339203	  0.457197	  0.396171	  1.371744	  0.418123	  0.401888	  1.459147	  0.334959	  0.431610	  1.610939	  0.197217	  0.364044	  1.620828	  0.070739	  0.376507	  1.275121	  0.019293	  0.126788	  1.688613	  0.224332	  0.290046	  1.306843	  1.365072	  0.013962	  1.388274	  1.450811	  0.209907	  1.265213	  1.385808	  0.407505	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   282	 2.820	  1.448157	  0.938019	  0.214460	  1.204364	  0.910316	  0.119954	  1.250986	  0.818937	  0.018959	  1.236801	  0.637230	 -0.069849	  1.220058	  0.477540	  0.036214	  1.208197	  0.430041	  0.039614	  1.210135	  0.290348	  0.000319	  1.216708	  0.086503	  0.065639	  1.105603	  0.026561	  0.055430	  1.217074	  0.892688	  0.344000	  1.324281	  0.770979	  0.422907	  1.318752	  0.645868	  0.513083	  1.319686	  0.458393	  0.393825	  1.352551	  0.420016	  0.399342	  1.441157	  0.338212	  0.428703	  1.593671	  0.201987	  0.360533	  1.600216	  0.076089	  0.374667	  1.275180	  0.019226	  0.126736	  1.671601	  0.226300	  0.285581	  1.297959	  1.365946	  0.012333	  1.380693	  1.452193	  0.207699	  1.258794	  1.386970	  0.406057	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   283	 2.830	  1.441399	  0.938886	  0.213901	  1.197973	  0.911183	  0.118435	  1.244610	  0.819406	  0.018181	  1.231081	  0.637976	 -0.070481	  1.217404	  0.477547	  0.035582	  1.206231	  0.429979	  0.039094	  1.208762	  0.290140	 -0.000159	  1.216695	  0.086461	  0.065550	  1.105601	  0.026494	  0.055354	  1.209739	  0.894529	  0.342609	  1.313677	  0.771538	  0.421294	  1.306358	  0.646232	  0.511138	  1.300550	  0.460316	  0.391592	  1.333521	  0.422092	  0.396720	  1.423100	  0.341667	  0.425725	  1.575070	  0.205474	  0.357039	  1.577460	  0.080021	  0.372047	  1.275211	  0.019163	  0.126693	  1.654029	  0.226949	  0.282010	  1.289047	  1.366712	  0.011025	  1.373418	  1.453431	  0.205651	  1.252558	  1.388080	  0.404596	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   284	 2.840	  1.434654	  0.939744	  0.213242	  1.191438	  0.912026	  0.117110	  1.238187	  0.819778	  0.017527	  1.225454	  0.638570	 -0.071002	  1.214678	  0.477508	  0.035021	  1.204292	  0.430017	  0.038681	  1.207363	  0.289912	 -0.000617	  1.216664	  0.086430	  0.065471	  1.105586	  0.026457	  0.055271	  1.202670	  0.896521	  0.341283	  1.303622	  0.772454	  0.419546	  1.294323	  0.646958	  0.509286	  1.281841	  0.462697	  0.389425	  1.314577	  0.424249	  0.394266	  1.405318	  0.344992	  0.422774	  1.555289	  0.207327	  0.353541	  1.552985	  0.082745	  0.368578	  1.275226	  0.019084	  0.126651	  1.635749	  0.226046	  0.278892	  1.280336	  1.367461	  0.009642	  1.366090	  1.454710	  0.203727	  1.246199	  1.389032	  0.403244	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   285	 2.850	  1.428014	  0.940502	  0.212640	  1.184296	  0.912888	  0.115865	  1.231945	  0.820099	  0.016867	  1.220290	  0.639090	 -0.071681	  1.212059	  0.477445	  0.034548	  1.202255	  0.430086	  0.038381	  1.206046	  0.289676	 -0.000911	  1.216622	  0.086425	  0.065415	  1.105575	  0.026424	  0.055208	  1.195362	  0.898701	  0.339899	  1.294018	  0.773572	  0.418028	  1.282670	  0.648068	  0.507418	  1.263495	  0.465216	  0.387427	  1.295730	  0.426323	  0.391953	  1.387263	  0.347775	  0.420003	  1.534614	  0.207585	  0.349994	  1.527125	  0.084179	  0.364361	  1.275249	  0.019049	  0.126623	  1.616748	  0.223789	  0.275876	  1.272317	  1.368327	  0.008362	  1.358917	  1.455885	  0.201880	  1.240181	  1.390031	  0.402050	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   286	 2.860	  1.421289	  0.941346	  0.211935	  1.177489	  0.913707	  0.114647	  1.225885	  0.820408	  0.016051	  1.215497	  0.639531	 -0.072359	  1.209671	  0.477478	  0.034159	  1.200261	  0.430205	  0.038145	  1.204834	  0.289495	 -0.001067	  1.216553	  0.086426	  0.065395	  1.105547	  0.026361	  0.055165	  1.188440	  0.900834	  0.338632	  1.285363	  0.774905	  0.416441	  1.271223	  0.649399	  0.505644	  1.245693	  0.467644	  0.385414	  1.277158	  0.428464	  0.389900	  1.368711	  0.349664	  0.417288	  1.513199	  0.206449	  0.346443	  1.500088	  0.084613	  0.360150	  1.275296	  0.019050	  0.126642	  1.597194	  0.220145	  0.273058	  1.264283	  1.369208	  0.007222	  1.351708	  1.457121	  0.200232	  1.234299	  1.390954	  0.401111	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   287	 2.870	  1.414735	  0.942083	  0.211353	  1.171187	  0.914480	  0.113227	  1.220115	  0.820763	  0.015252	  1.211008	  0.639881	 -0.072870	  1.207440	  0.477583	  0.033816	  1.198452	  0.430283	  0.037977	  1.203860	  0.289391	 -0.001121	  1.216491	  0.086432	  0.065432	  1.105531	  0.026325	  0.055149	  1.181270	  0.902811	  0.337262	  1.275938	  0.776500	  0.414969	  1.259950	  0.650866	  0.503822	  1.228400	  0.469967	  0.383380	  1.258809	  0.430580	  0.387903	  1.349712	  0.350821	  0.414745	  1.491002	  0.204005	  0.342894	  1.472054	  0.084119	  0.356031	  1.275347	  0.019026	  0.126658	  1.576811	  0.214691	  0.270220	  1.256173	  1.370054	  0.006330	  1.344446	  1.458435	  0.198752	  1.228317	  1.391912	  0.400147	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   288	 2.880	  1.408122	  0.942857	  0.210767	  1.165182	  0.915141	  0.111742	  1.214889	  0.821154	  0.014416	  1.207120	  0.640118	 -0.073220	  1.205452	  0.477649	  0.033547	  1.196844	  0.430280	  0.037842	  1.203169	  0.289348	 -0.001161	  1.216470	  0.086435	  0.065462	  1.105548	  0.026302	  0.055134	  1.174346	  0.904746	  0.335856	  1.264434	  0.778351	  0.413778	  1.248419	  0.652410	  0.502320	  1.211370	  0.472259	  0.381269	  1.240867	  0.432279	  0.385760	  1.330215	  0.350667	  0.412293	  1.468031	  0.200493	  0.339258	  1.442667	  0.082898	  0.351126	  1.275376	  0.018978	  0.126665	  1.555716	  0.207361	  0.266984	  1.248121	  1.370993	  0.005558	  1.337392	  1.459587	  0.197309	  1.222557	  1.392830	  0.399275	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   289	 2.890	  1.401587	  0.943569	  0.210374	  1.159169	  0.915775	  0.110205	  1.209369	  0.821736	  0.013786	  1.203380	  0.640293	 -0.073573	  1.203304	  0.477737	  0.033325	  1.195520	  0.430286	  0.037715	  1.202741	  0.289374	 -0.001226	  1.216450	  0.086449	  0.065490	  1.105604	  0.026277	  0.055126	  1.167351	  0.906627	  0.334359	  1.254632	  0.780119	  0.412680	  1.236882	  0.654312	  0.500994	  1.195007	  0.474868	  0.378934	  1.223500	  0.433966	  0.383305	  1.310479	  0.349565	  0.409790	  1.444052	  0.195574	  0.335369	  1.412729	  0.081185	  0.347405	  1.275411	  0.018945	  0.126712	  1.533291	  0.198204	  0.263427	  1.240993	  1.372087	  0.004713	  1.330384	  1.460669	  0.196026	  1.216628	  1.393719	  0.398618	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   290	 2.900	  1.394995	  0.944363	  0.210165	  1.153209	  0.916328	  0.108618	  1.203565	  0.822479	  0.013605	  1.199623	  0.640483	 -0.073921	  1.201441	  0.477815	  0.033157	  1.194308	  0.430322	  0.037560	  1.202444	  0.289429	 -0.001338	  1.216476	  0.086477	  0.065504	  1.105662	  0.026235	  0.055096	  1.160403	  0.908305	  0.332800	  1.245452	  0.781895	  0.411639	  1.224877	  0.656447	  0.500003	  1.178738	  0.477026	  0.376471	  1.206668	  0.435742	  0.380766	  1.290717	  0.347742	  0.407211	  1.419897	  0.190205	  0.331314	  1.381828	  0.078856	  0.343270	  1.275449	  0.018935	  0.126746	  1.509989	  0.188405	  0.259470	  1.233879	  1.373326	  0.003836	  1.323640	  1.461570	  0.194967	  1.210687	  1.394609	  0.397938	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   291	 2.910	  1.388475	  0.944879	  0.209907	  1.147275	  0.916748	  0.107164	  1.198498	  0.822599	  0.012791	  1.196430	  0.640538	 -0.074245	  1.200040	  0.477832	  0.032958	  1.193206	  0.430330	  0.037390	  1.202218	  0.289475	 -0.001475	  1.216507	  0.086488	  0.065511	  1.105659	  0.026189	  0.055028	  1.153704	  0.909795	  0.331295	  1.236372	  0.783759	  0.410942	  1.212651	  0.658673	  0.499322	  1.163244	  0.478842	  0.374569	  1.189900	  0.436561	  0.378650	  1.270695	  0.345105	  0.404637	  1.395304	  0.184145	  0.327222	  1.350672	  0.076004	  0.339329	       NaN	       NaN	       NaN	  1.485166	  0.177270	  0.255334	  1.226375	  1.374683	  0.003181	  1.316910	  1.462404	  0.194017	  1.205041	  1.395474	  0.397298	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   292	 2.920	  1.381865	  0.945418	  0.209810	  1.140764	  0.917105	  0.105748	  1.193547	  0.822430	  0.011871	  1.193503	  0.640483	 -0.074538	  1.198705	  0.477890	  0.032739	  1.192272	  0.430365	  0.037250	  1.201900	  0.289490	 -0.001641	  1.216553	  0.086495	  0.065490	  1.105649	  0.026132	  0.054948	  1.146693	  0.911193	  0.329818	  1.227557	  0.785537	  0.410280	  1.200469	  0.661045	  0.498785	  1.148670	  0.480345	  0.372920	  1.173172	  0.436585	  0.376864	  1.250359	  0.341846	  0.402097	  1.369967	  0.177245	  0.323249	  1.318906	  0.072927	  0.335631	       NaN	       NaN	       NaN	  1.459465	  0.165147	  0.251037	  1.219013	  1.375931	  0.002562	  1.310231	  1.463092	  0.193129	  1.199053	  1.396281	  0.396668	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   293	 2.930	  1.375399	  0.945839	  0.209847	  1.134113	  0.917349	  0.104526	  1.188019	  0.822180	  0.011275	  1.190950	  0.640371	 -0.074857	  1.197303	  0.477996	  0.032522	  1.191365	  0.430374	  0.037084	  1.201550	  0.289469	 -0.001846	  1.216612	  0.086503	  0.065510	  1.105701	  0.026065	  0.054885	  1.139895	  0.912556	  0.328487	  1.218602	  0.787312	  0.409753	  1.188463	  0.663356	  0.498500	  1.134814	  0.481549	  0.371360	  1.156788	  0.436164	  0.375134	  1.229922	  0.338112	  0.399727	  1.344024	  0.169824	  0.319552	  1.286625	  0.069722	  0.332239	       NaN	       NaN	       NaN	  1.432366	  0.152471	  0.246940	  1.211668	  1.377148	  0.002017	  1.303530	  1.463784	  0.192358	  1.193019	  1.396746	  0.396197	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   294	 2.940	  1.368657	  0.946109	  0.209695	  1.127614	  0.917588	  0.103251	  1.182726	  0.821912	  0.010572	  1.188255	  0.640293	 -0.075190	  1.196011	  0.478045	  0.032321	  1.190452	  0.430385	  0.036932	  1.201164	  0.289440	 -0.002045	  1.216636	  0.086491	  0.065516	  1.105729	  0.025989	  0.054813	  1.132931	  0.913711	  0.327081	  1.209940	  0.789099	  0.409313	  1.177270	  0.665357	  0.498615	  1.121677	  0.482795	  0.369855	  1.141583	  0.436265	  0.373123	  1.209623	  0.334184	  0.397533	  1.317473	  0.162044	  0.316248	  1.254167	  0.066252	  0.329224	       NaN	       NaN	       NaN	  1.404370	  0.139320	  0.243247	  1.204262	  1.378325	  0.001596	  1.296798	  1.464577	  0.191674	  1.187037	  1.397206	  0.395795	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   295	 2.950	  1.362082	  0.946564	  0.209351	  1.121813	  0.917867	  0.102021	  1.178967	  0.821559	  0.009070	  1.185653	  0.640226	 -0.075490	  1.194696	  0.478067	  0.032159	  1.189572	  0.430364	  0.036814	  1.200713	  0.289422	 -0.002315	  1.216647	  0.086491	  0.065515	  1.105711	  0.025903	  0.054722	  1.125873	  0.914713	  0.325832	  1.201358	  0.790749	  0.408904	  1.165900	  0.667422	  0.498278	  1.109337	  0.483973	  0.368632	  1.127142	  0.436350	  0.371198	  1.189659	  0.330578	  0.395512	  1.289897	  0.153820	  0.313227	  1.221237	  0.062807	  0.326625	       NaN	       NaN	       NaN	  1.375630	  0.126091	  0.240022	  1.196870	  1.379342	  0.001332	  1.289960	  1.465177	  0.191027	  1.180898	  1.397636	  0.395430	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   296	 2.960	  1.355415	  0.946869	  0.209091	  1.115828	  0.918138	  0.100785	  1.174197	  0.821361	  0.008290	  1.182967	  0.640198	 -0.075720	  1.193397	  0.478069	  0.031994	  1.188693	  0.430348	  0.036710	  1.200353	  0.289439	 -0.002595	  1.216713	  0.086498	  0.065514	  1.105746	  0.025852	  0.054634	  1.118872	  0.915584	  0.324611	  1.192148	  0.792164	  0.408554	  1.153891	  0.669831	  0.496970	  1.097579	  0.484700	  0.367487	  1.113281	  0.436265	  0.369540	  1.170223	  0.326895	  0.393802	  1.261785	  0.145657	  0.310560	  1.187799	  0.059626	  0.324251	       NaN	       NaN	       NaN	  1.346472	  0.112468	  0.237432	  1.189463	  1.380246	  0.001044	  1.282936	  1.465633	  0.190632	  1.174739	  1.397724	  0.395232	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   297	 2.970	  1.348900	  0.947276	  0.208640	  1.109946	  0.918052	  0.099860	  1.169057	  0.821087	  0.007749	  1.180198	  0.640092	 -0.075898	  1.191999	  0.478100	  0.031859	  1.187802	  0.430353	  0.036666	  1.200076	  0.289483	 -0.002830	  1.216780	  0.086497	  0.065534	  1.105777	  0.025765	  0.054531	  1.111729	  0.916314	  0.323577	  1.182372	  0.793208	  0.408461	  1.143764	  0.671710	  0.496454	  1.086477	  0.485198	  0.366527	  1.100173	  0.435991	  0.368022	  1.151269	  0.323447	  0.392433	  1.233087	  0.137156	  0.308089	  1.154294	  0.056765	  0.322288	       NaN	       NaN	       NaN	  1.316453	  0.098912	  0.235572	  1.181744	  1.380991	  0.000898	  1.276144	  1.466059	  0.190215	  1.168416	  1.397614	  0.395041	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   298	 2.980	  1.342273	  0.947736	  0.208617	  1.103363	  0.917657	  0.099087	  1.163682	  0.820764	  0.007367	  1.177444	  0.639846	 -0.075898	  1.190690	  0.478119	  0.031749	  1.186921	  0.430331	  0.036655	  1.199921	  0.289560	 -0.003008	  1.216820	  0.086507	  0.065581	  1.105816	  0.025719	  0.054408	  1.104810	  0.916857	  0.322620	  1.174973	  0.793930	  0.408017	  1.134695	  0.673133	  0.495977	  1.076299	  0.485619	  0.365606	  1.087832	  0.435443	  0.366624	  1.132991	  0.320339	  0.391325	  1.204578	  0.128828	  0.306309	  1.120727	  0.054334	  0.320909	  1.275928	  0.018824	  0.127082	  1.284472	  0.086945	  0.233659	  1.174261	  1.381675	  0.000797	  1.269288	  1.466289	  0.189978	  1.162227	  1.397394	  0.394970	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   299	 2.990	  1.335705	  0.948142	  0.208816	  1.096989	  0.917209	  0.098277	  1.158695	  0.820482	  0.007010	  1.174331	  0.639704	 -0.075771	  1.189513	  0.478101	  0.031646	  1.186103	  0.430333	  0.036636	  1.199848	  0.289654	 -0.003145	  1.216865	  0.086537	  0.065637	  1.105899	  0.025681	  0.054337	  1.097640	  0.917167	  0.321635	  1.167944	  0.794435	  0.407469	  1.126615	  0.673919	  0.495333	  1.066885	  0.485599	  0.364512	  1.076136	  0.434726	  0.365382	  1.115306	  0.317401	  0.390328	  1.174769	  0.121698	  0.305394	  1.086981	  0.052667	  0.320213	  1.275975	  0.018813	  0.127146	  1.252363	  0.074866	  0.232638	  1.167192	  1.382252	  0.000703	  1.262356	  1.466315	  0.189857	  1.155727	  1.397053	  0.394932	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   300	 3.000	  1.328815	  0.948698	  0.209051	  1.091171	  0.916848	  0.097529	  1.153707	  0.820200	  0.006674	  1.171492	  0.639542	 -0.075721	  1.188384	  0.478078	  0.031568	  1.185242	  0.430371	  0.036643	  1.199794	  0.289729	 -0.003215	  1.216894	  0.086554	  0.065711	  1.105888	  0.025601	  0.054264	  1.090663	  0.917228	  0.320945	  1.161273	  0.794731	  0.406965	  1.119611	  0.674041	  0.494627	  1.058261	  0.485317	  0.363472	  1.065312	  0.433932	  0.364198	  1.098203	  0.314542	  0.389512	  1.144508	  0.115578	  0.304781	  1.053611	  0.051785	  0.320113	  1.276036	  0.018821	  0.127233	  1.220006	  0.063286	  0.232155	  1.159729	  1.382635	  0.000916	  1.255568	  1.466263	  0.189840	  1.149250	  1.396710	  0.395002	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   301	 3.010	  1.321843	  0.949322	  0.209280	  1.084571	  0.916418	  0.096794	  1.148339	  0.819774	  0.006362	  1.168640	  0.639480	 -0.075827	  1.187153	  0.478119	  0.031489	  1.184391	  0.430401	  0.036706	  1.199752	  0.289836	 -0.003287	  1.216897	  0.086601	  0.065788	  1.105938	  0.025541	  0.054220	  1.083476	  0.917033	  0.320227	  1.154536	  0.794691	  0.406537	  1.113146	  0.673726	  0.493947	  1.050282	  0.484624	  0.362413	  1.055274	  0.432791	  0.363080	  1.081495	  0.311801	  0.388798	  1.113889	  0.110500	  0.304536	  1.020677	  0.051815	  0.320368	  1.276093	  0.018835	  0.127289	  1.187493	  0.052890	  0.232173	  1.152482	  1.382981	  0.001055	  1.248483	  1.466067	  0.189936	  1.142602	  1.396325	  0.395192	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   302	 3.020	  1.315110	  0.950103	  0.209490	  1.077904	  0.915530	  0.096298	  1.142905	  0.819254	  0.006084	  1.165579	  0.639457	 -0.075947	  1.185919	  0.478236	  0.031382	  1.183638	  0.430438	  0.036769	  1.199643	  0.289971	 -0.003393	  1.216876	  0.086643	  0.065837	  1.106011	  0.025506	  0.054182	  1.076282	  0.916495	  0.319580	  1.147696	  0.794347	  0.406127	  1.107237	  0.672835	  0.492941	  1.042933	  0.483603	  0.361285	  1.045859	  0.431523	  0.362057	  1.064937	  0.309242	  0.388116	  1.084313	  0.105915	  0.305089	  0.988567	  0.052186	  0.320881	  1.276135	  0.018840	  0.127338	  1.155027	  0.043794	  0.232694	  1.144691	  1.383270	  0.001239	  1.241293	  1.465930	  0.190051	  1.135785	  1.395858	  0.395399	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   303	 3.030	  1.308192	  0.950753	  0.209876	  1.071982	  0.914790	  0.095695	  1.137772	  0.818838	  0.005854	  1.162418	  0.639417	 -0.076061	  1.184802	  0.478305	  0.031250	  1.182947	  0.430453	  0.036821	  1.199392	  0.290088	 -0.003486	  1.216891	  0.086659	  0.065892	  1.106050	  0.025490	  0.054171	  1.068905	  0.915741	  0.319146	  1.141084	  0.793706	  0.405614	  1.101926	  0.671559	  0.492159	  1.035952	  0.482246	  0.360080	  1.036674	  0.430083	  0.360819	  1.048221	  0.307052	  0.387510	  1.056977	  0.100999	  0.306102	  0.958351	  0.052717	  0.321754	  1.276185	  0.018862	  0.127399	  1.123082	  0.036361	  0.233421	  1.137167	  1.383392	  0.001537	  1.234207	  1.465614	  0.190291	  1.129007	  1.395410	  0.395676	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   304	 3.040	  1.301382	  0.951151	  0.210310	  1.065153	  0.914046	  0.095122	  1.132605	  0.818364	  0.005576	  1.159092	  0.639306	 -0.076124	  1.183949	  0.478286	  0.031098	  1.182341	  0.430463	  0.036831	  1.199174	  0.290195	 -0.003648	  1.216924	  0.086655	  0.065956	  1.106180	  0.025453	  0.054163	  1.061587	  0.914848	  0.318635	  1.134477	  0.792834	  0.405472	  1.096967	  0.669761	  0.491640	  1.029444	  0.480686	  0.358929	  1.027504	  0.428468	  0.359692	  1.031466	  0.305250	  0.387072	  1.029356	  0.098019	  0.306739	  0.928510	  0.053910	  0.321976	  1.276262	  0.018882	  0.127482	  1.092806	  0.030766	  0.234231	  1.129943	  1.383318	  0.001974	  1.226881	  1.465225	  0.190613	  1.121996	  1.394785	  0.396017	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   305	 3.050	  1.294401	  0.951473	  0.210712	  1.058142	  0.912867	  0.094776	  1.127123	  0.817638	  0.005220	  1.155911	  0.638932	 -0.076201	  1.183329	  0.478284	  0.030916	  1.181922	  0.430502	  0.036717	  1.199148	  0.290290	 -0.003865	  1.217059	  0.086666	  0.065967	  1.106307	  0.025422	  0.054072	  1.053992	  0.913805	  0.318170	  1.127967	  0.791757	  0.405443	  1.092012	  0.667532	  0.491077	  1.023403	  0.479015	  0.357761	  1.018231	  0.426942	  0.358697	  1.015248	  0.304057	  0.386773	  1.002822	  0.096170	  0.307363	  0.899399	  0.055900	  0.321539	  1.276368	  0.018900	  0.127563	  1.064168	  0.026739	  0.235120	  1.122242	  1.383144	  0.002534	  1.219421	  1.464716	  0.191144	  1.114171	  1.393618	  0.396126	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   306	 3.060	  1.287034	  0.951438	  0.210923	  1.051757	  0.911780	  0.094231	  1.121699	  0.816858	  0.004861	  1.153107	  0.638554	 -0.076341	  1.182733	  0.478324	  0.030677	  1.181782	  0.430574	  0.036503	  1.199322	  0.290389	 -0.004186	  1.217280	  0.086656	  0.065953	  1.106421	  0.025360	  0.053980	  1.046321	  0.912606	  0.317925	  1.121307	  0.790517	  0.405576	  1.086723	  0.664985	  0.490470	  1.017049	  0.477395	  0.356817	  1.008725	  0.425627	  0.357808	  0.999864	  0.303406	  0.386706	  0.978018	  0.095306	  0.307951	  0.872826	  0.058165	  0.321674	  1.276483	  0.018906	  0.127614	  1.037895	  0.024050	  0.236263	  1.114690	  1.382887	  0.003092	  1.211809	  1.464135	  0.191894	  1.106098	  1.392327	  0.396333	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
   307	 3.070	  1.279735	  0.951134	  0.211148	  1.045022	  0.910549	  0.093774	  1.117125	  0.816156	  0.004231	  1.150803	  0.638189	 -0.076637	  1.182198	  0.478419	  0.030349	  1.181683	  0.430642	  0.036112	  1.199671	  0.290484	 -0.004531	  1.217549	  0.086666	  0.065874	  1.106562	  0.025310	  0.053893	  1.038771	  0.911195	  0.317639	  1.114525	  0.789140	  0.405711	  1.081048	  0.662426	  0.490334	  1.010532	  0.475686	  0.356201	  0.999262	  0.424588	  0.357048	  0.985591	  0.302900	  0.386764	  0.955526	  0.095263	  0.308835	  0.848396	  0.060403	  0.321932	  1.276587	  0.018879	  0.127651	  1.014063	  0.022391	  0.237680	  1.107065	  1.382547	  0.003911	  1.204135	  1.463281	  0.192770	  1.099170	  1.392096	  0.397717	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
