BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	24
Frequency:    	100 Hz
Frames:       	555
Start time:   	0.000

 Frame	 Time	      c7.X	      c7.Y	      c7.Z	r should.X	r should.Y	r should.Z	l should.X	l should.Y	l should.Z	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	  l asis.X	  l asis.Y	  l asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	  l heel.X	  l heel.Y	  l heel.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	   r met.X	   r met.Y	   r met.Z	    [P0].X	    [P0].Y	    [P0].Z	    [P1].X	    [P1].Y	    [P1].Z	
    20	0.200	  0.362308	  1.470384	  0.182224	  0.305690	  1.432368	  0.039230	  0.300504	  1.451791	  0.327802	  0.448800	  0.961108	  0.197187	  0.206028	  0.947581	  0.043882	  0.228791	  0.942116	  0.374353	  0.314986	  0.824322	  0.008241	  0.338475	  0.860922	  0.410745	  0.316328	  0.584378	 -0.058192	  0.296678	  0.479463	  0.043714	  0.289700	  0.549679	  0.467292	  0.318258	  0.481918	  0.365387	  0.323278	  0.430384	  0.370192	  0.310465	  0.438393	  0.040670	  0.320943	  0.291517	 -0.001637	  0.360490	  0.072091	  0.056924	  0.330501	  0.266727	  0.400892	  0.350733	  0.074316	  0.334674	  0.393500	  0.024977	  0.275669	  0.242629	  0.021949	  0.363333	  0.410486	  0.027595	  0.118544	  0.250113	  0.028875	  0.037025	  0.334959	  0.006424	  0.214793	 -0.242443	  0.009479	  0.183787	
    21	0.210	  0.362433	  1.470369	  0.182332	  0.305731	  1.432367	  0.039359	  0.300717	  1.451811	  0.327969	  0.448717	  0.961053	  0.197287	  0.206116	  0.947555	  0.044004	  0.228881	  0.942106	  0.374545	  0.314931	  0.824315	  0.008375	  0.338459	  0.860885	  0.410878	  0.316257	  0.584382	 -0.058104	  0.296611	  0.479466	  0.043809	  0.289819	  0.549670	  0.467372	  0.318281	  0.481915	  0.365460	  0.323309	  0.430361	  0.370235	  0.310455	  0.438398	  0.040760	  0.320907	  0.291550	 -0.001601	  0.360466	  0.072098	  0.056931	  0.330534	  0.266702	  0.400923	  0.350746	  0.074314	  0.334684	  0.393503	  0.024986	  0.275674	  0.242638	  0.021948	  0.363328	  0.410439	  0.027581	  0.118535	  0.250170	  0.028890	  0.037036	  0.334461	  0.006421	  0.215185	 -0.242500	  0.009478	  0.183862	
    22	0.220	  0.362503	  1.470350	  0.182451	  0.305735	  1.432353	  0.039492	  0.300906	  1.451808	  0.328143	  0.448647	  0.961011	  0.197382	  0.206279	  0.947498	  0.044100	  0.228978	  0.942097	  0.374744	  0.314890	  0.824328	  0.008500	  0.338432	  0.860859	  0.411020	  0.316193	  0.584393	 -0.058005	  0.296553	  0.479468	  0.043890	  0.289922	  0.549692	  0.467457	  0.318303	  0.481906	  0.365573	  0.323318	  0.430338	  0.370288	  0.310425	  0.438418	  0.040816	  0.320885	  0.291579	 -0.001568	  0.360471	  0.072104	  0.056944	  0.330547	  0.266683	  0.400953	  0.350717	  0.074284	  0.334688	  0.393463	  0.024975	  0.275679	  0.242647	  0.021942	  0.363332	  0.410423	  0.027564	  0.118536	  0.250148	  0.028908	  0.037044	  0.334578	  0.006411	  0.215957	 -0.242568	  0.009478	  0.183872	
    23	0.230	  0.362564	  1.470321	  0.182566	  0.305691	  1.432360	  0.039632	  0.301126	  1.451807	  0.328315	  0.448576	  0.960983	  0.197477	  0.206505	  0.947427	  0.044222	  0.229026	  0.942072	  0.374891	  0.314823	  0.824356	  0.008644	  0.338320	  0.860809	  0.411151	  0.316152	  0.584410	 -0.057916	  0.296509	  0.479474	  0.043964	  0.289984	  0.549701	  0.467545	  0.318337	  0.481893	  0.365665	  0.323313	  0.430307	  0.370361	  0.310390	  0.438415	  0.040870	  0.320874	  0.291595	 -0.001538	  0.360485	  0.072118	  0.056961	  0.330526	  0.266663	  0.400994	  0.350716	  0.074277	  0.334693	  0.393423	  0.024941	  0.275675	  0.242653	  0.021930	  0.363357	  0.410429	  0.027575	  0.118540	  0.250129	  0.028891	  0.037048	  0.334684	  0.006402	  0.216652	 -0.242243	  0.009478	  0.183786	
    24	0.240	  0.362671	  1.470293	  0.182694	  0.305675	  1.432376	  0.039773	  0.301348	  1.451817	  0.328491	  0.448479	  0.960952	  0.197569	  0.206865	  0.947322	  0.044374	  0.229067	  0.942041	  0.375037	  0.314725	  0.824375	  0.008774	  0.338232	  0.860762	  0.411276	  0.316106	  0.584423	 -0.057815	  0.296451	  0.479474	  0.044027	  0.290026	  0.549684	  0.467639	  0.318371	  0.481884	  0.365758	  0.323300	  0.430279	  0.370421	  0.310341	  0.438407	  0.040931	  0.320844	  0.291613	 -0.001497	  0.360506	  0.072148	  0.056975	  0.330504	  0.266627	  0.401033	  0.350738	  0.074283	  0.334710	  0.393411	  0.024919	  0.275684	  0.242639	  0.021931	  0.363367	  0.410423	  0.027558	  0.118543	  0.250125	  0.028892	  0.037069	  0.334500	  0.006400	  0.216886	 -0.242428	  0.009478	  0.183817	
    25	0.250	  0.362776	  1.470275	  0.182836	  0.305665	  1.432382	  0.039916	  0.301568	  1.451838	  0.328654	  0.448443	  0.960933	  0.197667	  0.207250	  0.947222	  0.044529	  0.229023	  0.942037	  0.375165	  0.314655	  0.824399	  0.008893	  0.338195	  0.860724	  0.411392	  0.316036	  0.584452	 -0.057723	  0.296381	  0.479478	  0.044090	  0.290045	  0.549658	  0.467710	  0.318357	  0.481867	  0.365854	  0.323265	  0.430272	  0.370467	  0.310257	  0.438421	  0.040988	  0.320788	  0.291630	 -0.001455	  0.360496	  0.072176	  0.056982	  0.330487	  0.266619	  0.401073	  0.350724	  0.074269	  0.334714	  0.393385	  0.024916	  0.275674	  0.242628	  0.021934	  0.363372	  0.410433	  0.027573	  0.118547	  0.250144	  0.028900	  0.037073	  0.334118	  0.006396	  0.217335	 -0.242443	  0.009478	  0.183805	
    26	0.260	  0.362852	  1.470252	  0.182975	  0.305672	  1.432398	  0.040064	  0.301759	  1.451845	  0.328815	  0.448424	  0.960917	  0.197744	  0.207692	  0.947121	  0.044698	  0.228999	  0.942027	  0.375283	  0.314556	  0.824425	  0.008996	  0.338179	  0.860695	  0.411510	  0.315919	  0.584497	 -0.057628	  0.296328	  0.479472	  0.044155	  0.290038	  0.549667	  0.467761	  0.318336	  0.481862	  0.365928	  0.323215	  0.430247	  0.370534	  0.310181	  0.438419	  0.041042	  0.320751	  0.291640	 -0.001407	  0.360484	  0.072175	  0.056997	  0.330473	  0.266611	  0.401099	  0.350709	  0.074270	  0.334711	  0.393400	  0.024936	  0.275672	  0.242660	  0.021913	  0.363401	  0.410432	  0.027568	  0.118544	  0.250161	  0.028919	  0.037068	  0.333540	  0.006398	  0.217397	 -0.242443	  0.009478	  0.183805	
    27	0.270	  0.362974	  1.470233	  0.183127	  0.305644	  1.432409	  0.040218	  0.301865	  1.451849	  0.328960	  0.448360	  0.960890	  0.197811	  0.208125	  0.947032	  0.044913	  0.228960	  0.942039	  0.375384	  0.314469	  0.824461	  0.009098	  0.338193	  0.860663	  0.411609	  0.315768	  0.584552	 -0.057550	  0.296296	  0.479462	  0.044232	  0.289994	  0.549668	  0.467836	  0.318319	  0.481871	  0.365985	  0.323156	  0.430227	  0.370592	  0.310134	  0.438419	  0.041099	  0.320690	  0.291663	 -0.001374	  0.360479	  0.072177	  0.057003	  0.330459	  0.266600	  0.401121	  0.350698	  0.074249	  0.334709	  0.393410	  0.024937	  0.275681	  0.242683	  0.021900	  0.363421	  0.410407	  0.027560	  0.118533	  0.250146	  0.028935	  0.037091	  0.333814	  0.006389	  0.217976	 -0.242575	  0.009479	  0.183777	
    28	0.280	  0.363108	  1.470212	  0.183294	  0.305600	  1.432412	  0.040364	  0.302007	  1.451848	  0.329123	  0.448299	  0.960862	  0.197864	  0.208478	  0.946942	  0.045118	  0.228912	  0.942037	  0.375485	  0.314359	  0.824481	  0.009186	  0.338198	  0.860640	  0.411696	  0.315591	  0.584587	 -0.057492	  0.296273	  0.479462	  0.044292	  0.289926	  0.549643	  0.467911	  0.318312	  0.481838	  0.366050	  0.323085	  0.430215	  0.370638	  0.310054	  0.438418	  0.041139	  0.320644	  0.291696	 -0.001338	  0.360494	  0.072178	  0.057015	  0.330439	  0.266583	  0.401139	  0.350704	  0.074252	  0.334713	  0.393397	  0.024930	  0.275678	  0.242708	  0.021904	  0.363435	  0.410428	  0.027583	  0.118531	  0.250169	  0.028941	  0.037111	  0.333812	  0.006387	  0.218188	 -0.242406	  0.009479	  0.183768	
    29	0.290	  0.363223	  1.470207	  0.183446	  0.305531	  1.432419	  0.040514	  0.302083	  1.451842	  0.329269	  0.448267	  0.960837	  0.197907	  0.208904	  0.946844	  0.045366	  0.228880	  0.942040	  0.375577	  0.314261	  0.824516	  0.009251	  0.338199	  0.860634	  0.411785	  0.315443	  0.584587	 -0.057446	  0.296216	  0.479464	  0.044343	  0.289822	  0.549607	  0.467960	  0.318311	  0.481811	  0.366099	  0.323066	  0.430194	  0.370680	  0.310029	  0.438435	  0.041184	  0.320645	  0.291705	 -0.001312	  0.360491	  0.072179	  0.057013	  0.330457	  0.266579	  0.401151	  0.350715	  0.074251	  0.334715	  0.393372	  0.024927	  0.275664	  0.242709	  0.021913	  0.363438	  0.410460	  0.027585	  0.118542	  0.250183	  0.028932	  0.037107	  0.334723	  0.006375	  0.218823	 -0.242368	  0.009477	  0.183872	
    30	0.300	  0.363333	  1.470205	  0.183574	  0.305403	  1.432436	  0.040671	  0.302131	  1.451831	  0.329411	  0.448298	  0.960845	  0.197973	  0.209217	  0.946778	  0.045589	  0.228843	  0.942030	  0.375685	  0.314189	  0.824542	  0.009329	  0.338157	  0.860610	  0.411861	  0.315351	  0.584573	 -0.057385	  0.296179	  0.479467	  0.044402	  0.289761	  0.549584	  0.467991	  0.318289	  0.481822	  0.366154	  0.323058	  0.430173	  0.370724	  0.309997	  0.438441	  0.041216	  0.320650	  0.291715	 -0.001283	  0.360498	  0.072187	  0.057039	  0.330478	  0.266577	  0.401170	  0.350687	  0.074239	  0.334713	  0.393386	  0.024959	  0.275668	  0.242680	  0.021911	  0.363435	  0.410450	  0.027595	  0.118549	  0.250200	  0.028939	  0.037113	  0.333602	  0.006386	  0.218342	 -0.242443	  0.009478	  0.183805	
    31	0.310	  0.363449	  1.470215	  0.183719	  0.305328	  1.432455	  0.040822	  0.302132	  1.451808	  0.329553	  0.448252	  0.960845	  0.198024	  0.209368	  0.946756	  0.045819	  0.228751	  0.941983	  0.375776	  0.314125	  0.824576	  0.009409	  0.338153	  0.860601	  0.411933	  0.315244	  0.584552	 -0.057339	  0.296182	  0.479471	  0.044451	  0.289741	  0.549540	  0.468027	  0.318273	  0.481813	  0.366196	  0.323035	  0.430165	  0.370748	  0.310001	  0.438451	  0.041257	  0.320680	  0.291737	 -0.001260	  0.360498	  0.072195	  0.057044	  0.330503	  0.266563	  0.401173	  0.350675	  0.074234	  0.334708	  0.393444	  0.024986	  0.275672	  0.242672	  0.021924	  0.363428	  0.410451	  0.027612	  0.118541	  0.250181	  0.028932	  0.037107	  0.334426	  0.006374	  0.219017	 -0.242443	  0.009479	  0.183787	
    32	0.320	  0.363553	  1.470228	  0.183865	  0.305254	  1.432497	  0.040974	  0.302074	  1.451801	  0.329684	  0.448186	  0.960835	  0.198069	  0.209211	  0.946807	  0.046042	  0.228681	  0.941968	  0.375854	  0.314046	  0.824604	  0.009463	  0.338121	  0.860597	  0.412005	  0.315149	  0.584544	 -0.057307	  0.296198	  0.479482	  0.044488	  0.289717	  0.549506	  0.468059	  0.318265	  0.481791	  0.366219	  0.323025	  0.430156	  0.370785	  0.310025	  0.438466	  0.041291	  0.320670	  0.291748	 -0.001230	  0.360489	  0.072210	  0.057036	  0.330546	  0.266552	  0.401184	  0.350691	  0.074244	  0.334723	  0.393467	  0.024998	  0.275664	  0.242705	  0.021904	  0.363436	  0.410427	  0.027610	  0.118536	  0.250192	  0.028931	  0.037114	  0.334845	  0.006366	  0.219500	 -0.242425	  0.009479	  0.183768	
    33	0.330	  0.363630	  1.470226	  0.184014	  0.305198	  1.432529	  0.041113	  0.302036	  1.451783	  0.329825	  0.448170	  0.960848	  0.198120	  0.208923	  0.946881	  0.046247	  0.228591	  0.941952	  0.375923	  0.313978	  0.824651	  0.009535	  0.338060	  0.860578	  0.412072	  0.315154	  0.584567	 -0.057263	  0.296235	  0.479501	  0.044536	  0.289736	  0.549476	  0.468098	  0.318322	  0.481788	  0.366281	  0.323006	  0.430141	  0.370836	  0.310065	  0.438485	  0.041308	  0.320666	  0.291729	 -0.001183	  0.360486	  0.072215	  0.057040	  0.330538	  0.266541	  0.401187	  0.350687	  0.074219	  0.334732	  0.393449	  0.024969	  0.275648	  0.242723	  0.021894	  0.363457	  0.410389	  0.027578	  0.118533	  0.250179	  0.028954	  0.037122	  0.334131	  0.006370	  0.219384	 -0.242281	  0.009479	  0.183701	
    34	0.340	  0.363704	  1.470248	  0.184181	  0.305155	  1.432564	  0.041257	  0.301951	  1.451772	  0.329972	  0.448171	  0.960882	  0.198171	  0.208753	  0.946928	  0.046439	  0.228501	  0.941942	  0.375991	  0.313867	  0.824672	  0.009588	  0.338101	  0.860571	  0.412138	  0.315148	  0.584580	 -0.057220	  0.296252	  0.479525	  0.044586	  0.289768	  0.549446	  0.468147	  0.318347	  0.481775	  0.366346	  0.323018	  0.430131	  0.370869	  0.310102	  0.438493	  0.041339	  0.320679	  0.291728	 -0.001153	  0.360496	  0.072228	  0.057044	  0.330567	  0.266536	  0.401211	  0.350710	  0.074226	  0.334743	  0.393437	  0.024946	  0.275667	  0.242729	  0.021875	  0.363473	  0.410392	  0.027580	  0.118550	  0.250148	  0.028960	  0.037127	  0.334821	  0.006364	  0.219636	 -0.242443	  0.009478	  0.183805	
    35	0.350	  0.363726	  1.470277	  0.184356	  0.305125	  1.432608	  0.041413	  0.301863	  1.451772	  0.330133	  0.448130	  0.960901	  0.198210	  0.208591	  0.947004	  0.046604	  0.228363	  0.941931	  0.376049	  0.313795	  0.824683	  0.009644	  0.338199	  0.860606	  0.412200	  0.315173	  0.584616	 -0.057171	  0.296289	  0.479540	  0.044635	  0.289782	  0.549432	  0.468176	  0.318362	  0.481763	  0.366392	  0.323024	  0.430127	  0.370905	  0.310113	  0.438506	  0.041368	  0.320674	  0.291744	 -0.001116	  0.360491	  0.072222	  0.057034	  0.330589	  0.266537	  0.401236	  0.350706	  0.074213	  0.334745	  0.393407	  0.024926	  0.275684	  0.242761	  0.021865	  0.363480	  0.410418	  0.027596	  0.118567	  0.250175	  0.028959	  0.037145	  0.334544	  0.006365	  0.219653	 -0.242318	  0.009478	  0.183756	
    36	0.360	  0.363708	  1.470301	  0.184508	  0.305118	  1.432670	  0.041569	  0.301765	  1.451756	  0.330283	  0.448082	  0.960919	  0.198231	  0.208364	  0.947073	  0.046756	  0.228243	  0.941912	  0.376093	  0.313734	  0.824697	  0.009686	  0.338309	  0.860651	  0.412259	  0.315204	  0.584674	 -0.057143	  0.296320	  0.479544	  0.044657	  0.289788	  0.549428	  0.468204	  0.318362	  0.481755	  0.366415	  0.323008	  0.430125	  0.370939	  0.310148	  0.438550	  0.041402	  0.320702	  0.291741	 -0.001079	  0.360473	  0.072227	  0.057030	  0.330577	  0.266535	  0.401245	  0.350709	  0.074210	  0.334738	  0.393412	  0.024921	  0.275697	  0.242768	  0.021870	  0.363481	  0.410463	  0.027610	  0.118562	  0.250165	  0.028958	  0.037150	  0.336016	  0.006351	  0.220237	 -0.242519	  0.009478	  0.183862	
    37	0.370	  0.363609	  1.470309	  0.184660	  0.305073	  1.432731	  0.041714	  0.301624	  1.451733	  0.330444	  0.448060	  0.960957	  0.198253	  0.208097	  0.947130	  0.046895	  0.228166	  0.941888	  0.376139	  0.313676	  0.824728	  0.009709	  0.338381	  0.860673	  0.412318	  0.315187	  0.584706	 -0.057136	  0.296339	  0.479550	  0.044682	  0.289790	  0.549415	  0.468242	  0.318367	  0.481757	  0.366436	  0.322976	  0.430114	  0.370962	  0.310158	  0.438552	  0.041416	  0.320667	  0.291735	 -0.001045	  0.360466	  0.072242	  0.057032	  0.330570	  0.266533	  0.401262	  0.350692	  0.074215	  0.334754	  0.393459	  0.024952	  0.275700	  0.242774	  0.021870	  0.363501	  0.410448	  0.027597	  0.118556	  0.250201	  0.028969	  0.037160	  0.335828	  0.006349	  0.220431	 -0.242443	  0.009479	  0.183787	
    38	0.380	  0.363494	  1.470314	  0.184812	  0.304957	  1.432778	  0.041855	  0.301475	  1.451721	  0.330606	  0.448048	  0.960988	  0.198274	  0.207826	  0.947189	  0.047013	  0.228096	  0.941886	  0.376176	  0.313583	  0.824732	  0.009711	  0.338382	  0.860674	  0.412352	  0.315091	  0.584695	 -0.057147	  0.296320	  0.479558	  0.044695	  0.289767	  0.549395	  0.468263	  0.318383	  0.481746	  0.366454	  0.322960	  0.430104	  0.370987	  0.310146	  0.438558	  0.041419	  0.320593	  0.291740	 -0.001002	  0.360451	  0.072234	  0.057009	  0.330540	  0.266530	  0.401260	  0.350684	  0.074205	  0.334755	  0.393444	  0.024951	  0.275693	  0.242773	  0.021872	  0.363503	  0.410434	  0.027581	  0.118565	  0.250214	  0.028967	  0.037157	  0.334989	  0.006359	  0.219942	 -0.242425	  0.009479	  0.183787	
    39	0.390	  0.363319	  1.470315	  0.184969	  0.304839	  1.432841	  0.042010	  0.301368	  1.451704	  0.330768	  0.448013	  0.961002	  0.198288	  0.207588	  0.947233	  0.047099	  0.228048	  0.941873	  0.376207	  0.313542	  0.824750	  0.009714	  0.338453	  0.860705	  0.412382	  0.315001	  0.584690	 -0.057148	  0.296264	  0.479559	  0.044710	  0.289746	  0.549370	  0.468264	  0.318344	  0.481746	  0.366458	  0.322939	  0.430108	  0.371006	  0.310128	  0.438587	  0.041439	  0.320556	  0.291763	 -0.000956	  0.360437	  0.072221	  0.056999	  0.330556	  0.266528	  0.401273	  0.350700	  0.074218	  0.334754	  0.393425	  0.024932	  0.275677	  0.242778	  0.021869	  0.363509	  0.410463	  0.027597	  0.118577	  0.250161	  0.028988	  0.037152	  0.336170	  0.006346	  0.220561	 -0.242443	  0.009478	  0.183805	
    40	0.400	  0.363149	  1.470318	  0.185132	  0.304682	  1.432902	  0.042155	  0.301303	  1.451666	  0.330948	  0.447978	  0.961017	  0.198304	  0.207456	  0.947235	  0.047155	  0.228028	  0.941860	  0.376231	  0.313559	  0.824783	  0.009734	  0.338563	  0.860764	  0.412401	  0.314924	  0.584694	 -0.057158	  0.296234	  0.479572	  0.044730	  0.289703	  0.549357	  0.468283	  0.318323	  0.481728	  0.366475	  0.322939	  0.430102	  0.371032	  0.310098	  0.438583	  0.041447	  0.320518	  0.291774	 -0.000930	  0.360439	  0.072222	  0.056991	  0.330597	  0.266517	  0.401276	  0.350704	  0.074212	  0.334747	  0.393449	  0.024928	  0.275681	  0.242753	  0.021845	  0.363508	  0.410480	  0.027606	  0.118574	  0.250210	  0.028977	  0.037154	  0.335985	  0.006349	  0.220422	 -0.242500	  0.009478	  0.183826	
    41	0.410	  0.362985	  1.470312	  0.185288	  0.304503	  1.432960	  0.042294	  0.301221	  1.451625	  0.331125	  0.447962	  0.961054	  0.198312	  0.207517	  0.947212	  0.047165	  0.227944	  0.941829	  0.376266	  0.313495	  0.824768	  0.009728	  0.338536	  0.860755	  0.412408	  0.314806	  0.584696	 -0.057174	  0.296225	  0.479568	  0.044747	  0.289663	  0.549351	  0.468294	  0.318344	  0.481727	  0.366491	  0.322955	  0.430087	  0.371053	  0.310029	  0.438579	  0.041448	  0.320451	  0.291755	 -0.000909	  0.360435	  0.072221	  0.056972	  0.330622	  0.266520	  0.401265	  0.350700	  0.074193	  0.334749	  0.393453	  0.024924	  0.275688	  0.242759	  0.021855	  0.363500	  0.410480	  0.027609	  0.118559	  0.250241	  0.028977	  0.037177	  0.336912	  0.006341	  0.220730	 -0.242480	  0.009479	  0.183805	
    42	0.420	  0.362782	  1.470314	  0.185446	  0.304329	  1.433010	  0.042446	  0.301133	  1.451576	  0.331280	  0.447989	  0.961102	  0.198322	  0.207484	  0.947241	  0.047177	  0.227869	  0.941812	  0.376286	  0.313456	  0.824769	  0.009737	  0.338486	  0.860744	  0.412425	  0.314686	  0.584711	 -0.057169	  0.296203	  0.479563	  0.044770	  0.289647	  0.549333	  0.468282	  0.318383	  0.481722	  0.366510	  0.322970	  0.430086	  0.371072	  0.309993	  0.438581	  0.041450	  0.320366	  0.291756	 -0.000897	  0.360407	  0.072213	  0.056968	  0.330650	  0.266511	  0.401267	  0.350711	  0.074172	  0.334766	  0.393474	  0.024914	  0.275682	  0.242746	  0.021884	  0.363469	  0.410492	  0.027601	  0.118559	  0.250240	  0.028978	  0.037178	  0.337180	  0.006341	  0.220631	 -0.242443	  0.009479	  0.183768	
    43	0.430	  0.362524	  1.470325	  0.185607	  0.304158	  1.433072	  0.042592	  0.301031	  1.451516	  0.331428	  0.447968	  0.961143	  0.198319	  0.207397	  0.947245	  0.047172	  0.227824	  0.941764	  0.376300	  0.313428	  0.824793	  0.009748	  0.338529	  0.860748	  0.412449	  0.314541	  0.584745	 -0.057161	  0.296132	  0.479566	  0.044782	  0.289691	  0.549296	  0.468270	  0.318384	  0.481699	  0.366518	  0.322951	  0.430090	  0.371090	  0.309967	  0.438585	  0.041453	  0.320339	  0.291778	 -0.000871	  0.360375	  0.072201	  0.056958	  0.330651	  0.266515	  0.401264	  0.350754	  0.074205	  0.334768	  0.393503	  0.024899	  0.275683	  0.242746	  0.021875	  0.363477	  0.410498	  0.027597	  0.118568	  0.250218	  0.028966	  0.037166	  0.337920	  0.006335	  0.220820	 -0.242393	  0.009479	  0.183777	
    44	0.440	  0.362302	  1.470349	  0.185787	  0.303988	  1.433141	  0.042724	  0.300952	  1.451454	  0.331587	  0.447917	  0.961191	  0.198314	  0.207322	  0.947254	  0.047120	  0.227759	  0.941712	  0.376330	  0.313415	  0.824801	  0.009754	  0.338559	  0.860750	  0.412461	  0.314401	  0.584760	 -0.057147	  0.296108	  0.479565	  0.044797	  0.289724	  0.549276	  0.468264	  0.318332	  0.481694	  0.366530	  0.322912	  0.430086	  0.371101	  0.309950	  0.438575	  0.041453	  0.320308	  0.291765	 -0.000840	  0.360425	  0.072213	  0.056951	  0.330631	  0.266517	  0.401250	  0.350782	  0.074220	  0.334766	  0.393551	  0.024906	  0.275681	  0.242754	  0.021850	  0.363487	  0.410494	  0.027600	  0.118564	  0.250226	  0.028949	  0.037163	  0.337897	  0.006337	  0.220664	 -0.242406	  0.009479	  0.183768	
    45	0.450	  0.362115	  1.470381	  0.185939	  0.303803	  1.433192	  0.042835	  0.300845	  1.451392	  0.331745	  0.447860	  0.961229	  0.198319	  0.207352	  0.947234	  0.047076	  0.227750	  0.941673	  0.376386	  0.313381	  0.824821	  0.009755	  0.338566	  0.860759	  0.412466	  0.314329	  0.584752	 -0.057140	  0.296084	  0.479567	  0.044801	  0.289740	  0.549286	  0.468269	  0.318291	  0.481685	  0.366543	  0.322877	  0.430078	  0.371117	  0.309940	  0.438576	  0.041463	  0.320292	  0.291758	 -0.000818	  0.360410	  0.072205	  0.056937	  0.330616	  0.266515	  0.401223	  0.350775	  0.074218	  0.334757	  0.393556	  0.024884	  0.275670	  0.242756	  0.021859	  0.363491	  0.410457	  0.027571	  0.118559	  0.250213	  0.028957	  0.037160	  0.338898	  0.006326	  0.221187	 -0.242443	  0.009479	  0.183768	
    46	0.460	  0.361929	  1.470401	  0.186069	  0.303604	  1.433240	  0.042960	  0.300677	  1.451321	  0.331894	  0.447799	  0.961253	  0.198303	  0.207444	  0.947165	  0.047002	  0.227714	  0.941627	  0.376416	  0.313338	  0.824820	  0.009760	  0.338553	  0.860728	  0.412476	  0.314270	  0.584703	 -0.057117	  0.296036	  0.479565	  0.044802	  0.289758	  0.549286	  0.468273	  0.318209	  0.481693	  0.366541	  0.322802	  0.430071	  0.371132	  0.309894	  0.438596	  0.041460	  0.320332	  0.291763	 -0.000797	  0.360381	  0.072202	  0.056930	  0.330603	  0.266517	  0.401211	  0.350789	  0.074207	  0.334748	  0.393539	  0.024862	  0.275656	  0.242762	  0.021877	  0.363469	  0.410458	  0.027553	  0.118561	  0.250221	  0.028965	  0.037183	  0.339441	  0.006322	  0.221261	 -0.242425	  0.009479	  0.183787	
    47	0.470	  0.361786	  1.470427	  0.186197	  0.303431	  1.433295	  0.043069	  0.300530	  1.451244	  0.332055	  0.447729	  0.961261	  0.198287	  0.207413	  0.947110	  0.046924	  0.227694	  0.941576	  0.376431	  0.313308	  0.824821	  0.009776	  0.338496	  0.860688	  0.412465	  0.314233	  0.584654	 -0.057098	  0.295997	  0.479574	  0.044809	  0.289731	  0.549278	  0.468279	  0.318149	  0.481686	  0.366545	  0.322726	  0.430061	  0.371142	  0.309843	  0.438592	  0.041463	  0.320405	  0.291769	 -0.000782	  0.360397	  0.072205	  0.056937	  0.330602	  0.266524	  0.401201	  0.350770	  0.074208	  0.334748	  0.393520	  0.024827	  0.275657	  0.242770	  0.021871	  0.363459	  0.410463	  0.027527	  0.118560	  0.250189	  0.028966	  0.037195	  0.339671	  0.006320	  0.221387	 -0.242443	  0.009479	  0.183768	
    48	0.480	  0.361573	  1.470430	  0.186285	  0.303258	  1.433346	  0.043167	  0.300353	  1.451156	  0.332191	  0.447652	  0.961286	  0.198268	  0.207248	  0.947091	  0.046869	  0.227661	  0.941537	  0.376456	  0.313268	  0.824829	  0.009781	  0.338416	  0.860641	  0.412445	  0.314258	  0.584612	 -0.057090	  0.295971	  0.479584	  0.044829	  0.289630	  0.549281	  0.468276	  0.318069	  0.481657	  0.366552	  0.322664	  0.430062	  0.371146	  0.309799	  0.438585	  0.041468	  0.320455	  0.291757	 -0.000750	  0.360409	  0.072195	  0.056936	  0.330607	  0.266515	  0.401197	  0.350759	  0.074204	  0.334743	  0.393539	  0.024814	  0.275649	  0.242790	  0.021864	  0.363472	  0.410469	  0.027508	  0.118562	  0.250179	  0.028991	  0.037210	  0.338930	  0.006327	  0.221068	 -0.242425	  0.009478	  0.183805	
    49	0.490	  0.361416	  1.470432	  0.186380	  0.303124	  1.433378	  0.043254	  0.300199	  1.451078	  0.332310	  0.447578	  0.961305	  0.198244	  0.207014	  0.947072	  0.046842	  0.227646	  0.941492	  0.376500	  0.313222	  0.824835	  0.009785	  0.338487	  0.860666	  0.412431	  0.314282	  0.584589	 -0.057077	  0.295930	  0.479581	  0.044833	  0.289474	  0.549299	  0.468279	  0.317984	  0.481638	  0.366563	  0.322598	  0.430051	  0.371150	  0.309753	  0.438579	  0.041453	  0.320450	  0.291766	 -0.000735	  0.360422	  0.072198	  0.056948	  0.330595	  0.266509	  0.401190	  0.350760	  0.074210	  0.334741	  0.393561	  0.024822	  0.275635	  0.242776	  0.021870	  0.363476	  0.410491	  0.027508	  0.118576	  0.250200	  0.028985	  0.037206	  0.339382	  0.006318	  0.221609	 -0.242443	  0.009478	  0.183805	
