BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	24
Frequency:    	100 Hz
Frames:       	702
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	    r gr.X	    r gr.Y	    r gr.Z	    l gr.X	    l gr.Y	    l gr.Z	
    10	0.100	  0.920864	  0.959290	  0.210122	  0.682860	  0.942937	  0.052478	  0.797782	  0.823323	  0.017762	  0.784092	  0.569348	 -0.043665	  0.754707	  0.475171	  0.056170	  0.766465	  0.433541	  0.053667	  0.776905	  0.287490	  0.012741	  0.813380	  0.069017	  0.073191	  0.703061	  0.024609	  0.053187	  0.690780	  0.940059	  0.380896	  0.804965	  0.858909	  0.421198	  0.741195	  0.542237	  0.471585	  0.782127	  0.478025	  0.373062	  0.787393	  0.427491	  0.377767	  0.791359	  0.263192	  0.407204	  0.814027	  0.071715	  0.341764	  0.702257	  0.018653	  0.359308	  0.863844	  0.025536	  0.135368	  0.860626	  0.021962	  0.287472	  0.767509	  1.426680	  0.051972	  0.813604	  1.470329	  0.198402	  0.747714	  1.443073	  0.342788	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    11	0.110	  0.920772	  0.959312	  0.210257	  0.683044	  0.942907	  0.052603	  0.797386	  0.823179	  0.017807	  0.784160	  0.569419	 -0.043583	  0.754718	  0.475197	  0.056215	  0.766522	  0.433569	  0.053723	  0.776952	  0.287534	  0.012776	  0.813394	  0.069041	  0.073203	  0.703099	  0.024615	  0.053198	  0.690590	  0.940058	  0.381069	  0.804753	  0.858867	  0.421328	  0.741169	  0.542215	  0.471650	  0.782060	  0.478012	  0.373106	  0.787310	  0.427468	  0.377810	  0.791314	  0.263165	  0.407253	  0.814036	  0.071731	  0.341758	  0.702260	  0.018663	  0.359305	  0.863844	  0.025551	  0.135372	  0.860607	  0.021955	  0.287473	  0.767525	  1.426687	  0.052122	  0.813548	  1.470333	  0.198614	  0.747634	  1.443074	  0.342949	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    12	0.120	  0.920687	  0.959351	  0.210388	  0.683348	  0.942835	  0.052743	  0.797272	  0.823178	  0.018003	  0.784180	  0.569471	 -0.043521	  0.754701	  0.475199	  0.056266	  0.766541	  0.433590	  0.053770	  0.776996	  0.287568	  0.012804	  0.813415	  0.069065	  0.073211	  0.703088	  0.024601	  0.053189	  0.690465	  0.940023	  0.381206	  0.804584	  0.858844	  0.421452	  0.741149	  0.542162	  0.471729	  0.781996	  0.477997	  0.373151	  0.787244	  0.427450	  0.377862	  0.791275	  0.263142	  0.407297	  0.814018	  0.071740	  0.341745	  0.702266	  0.018678	  0.359320	  0.863837	  0.025567	  0.135382	  0.860610	  0.021971	  0.287476	  0.767518	  1.426708	  0.052248	  0.813499	  1.470336	  0.198804	  0.747556	  1.443090	  0.343104	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    13	0.130	  0.920556	  0.959377	  0.210518	  0.683317	  0.942836	  0.052810	  0.797169	  0.823185	  0.018177	  0.784192	  0.569523	 -0.043450	  0.754699	  0.475209	  0.056316	  0.766561	  0.433609	  0.053822	  0.776987	  0.287594	  0.012811	  0.813423	  0.069063	  0.073216	  0.703093	  0.024596	  0.053189	  0.690227	  0.940012	  0.381315	  0.804398	  0.858812	  0.421576	  0.741124	  0.542115	  0.471794	  0.781919	  0.477997	  0.373177	  0.787186	  0.427449	  0.377908	  0.791188	  0.263122	  0.407307	  0.813997	  0.071741	  0.341744	  0.702271	  0.018681	  0.359318	  0.863856	  0.025589	  0.135394	  0.860611	  0.021982	  0.287485	  0.767518	  1.426723	  0.052374	  0.813463	  1.470343	  0.198969	  0.747445	  1.443086	  0.343232	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    14	0.140	  0.920392	  0.959399	  0.210634	  0.683229	  0.942821	  0.052856	  0.797073	  0.823211	  0.018332	  0.784206	  0.569577	 -0.043383	  0.754685	  0.475221	  0.056350	  0.766587	  0.433638	  0.053876	  0.777013	  0.287626	  0.012833	  0.813414	  0.069065	  0.073222	  0.703093	  0.024600	  0.053188	  0.690089	  0.940005	  0.381403	  0.804208	  0.858799	  0.421677	  0.741067	  0.542088	  0.471840	  0.781860	  0.477995	  0.373207	  0.787134	  0.427445	  0.377934	  0.791083	  0.263120	  0.407326	  0.813986	  0.071731	  0.341748	  0.702236	  0.018685	  0.359315	  0.863843	  0.025594	  0.135402	  0.860610	  0.021993	  0.287490	  0.767462	  1.426742	  0.052491	  0.813380	  1.470334	  0.199113	  0.747330	  1.443099	  0.343353	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    15	0.150	  0.920194	  0.959413	  0.210752	  0.683140	  0.942795	  0.052900	  0.797001	  0.823246	  0.018474	  0.784244	  0.569611	 -0.043319	  0.754686	  0.475246	  0.056396	  0.766620	  0.433661	  0.053935	  0.777051	  0.287651	  0.012852	  0.813417	  0.069078	  0.073221	  0.703093	  0.024619	  0.053194	  0.689949	  0.940036	  0.381477	  0.804018	  0.858791	  0.421768	  0.740989	  0.542087	  0.471891	  0.781805	  0.477993	  0.373242	  0.787065	  0.427444	  0.377976	  0.790999	  0.263120	  0.407352	  0.813984	  0.071724	  0.341747	  0.702242	  0.018691	  0.359326	  0.863824	  0.025588	  0.135412	  0.860613	  0.021991	  0.287489	  0.767425	  1.426753	  0.052595	  0.813287	  1.470321	  0.199225	  0.747192	  1.443111	  0.343446	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    16	0.160	  0.920028	  0.959431	  0.210854	  0.683104	  0.942732	  0.052936	  0.796841	  0.823272	  0.018546	  0.784290	  0.569649	 -0.043254	  0.754690	  0.475258	  0.056442	  0.766649	  0.433670	  0.054002	  0.777081	  0.287683	  0.012872	  0.813436	  0.069091	  0.073238	  0.703068	  0.024607	  0.053193	  0.689765	  0.940055	  0.381515	  0.803842	  0.858791	  0.421860	  0.740877	  0.542123	  0.471960	  0.781739	  0.477980	  0.373273	  0.786973	  0.427417	  0.378012	  0.790967	  0.263119	  0.407382	  0.814013	  0.071744	  0.341749	  0.702276	  0.018704	  0.359351	  0.863871	  0.025618	  0.135427	  0.860588	  0.021974	  0.287493	  0.767411	  1.426758	  0.052682	  0.813208	  1.470320	  0.199303	  0.747051	  1.443114	  0.343519	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    17	0.170	  0.919891	  0.959456	  0.210961	  0.682972	  0.942725	  0.052971	  0.796776	  0.823310	  0.018678	  0.784321	  0.569671	 -0.043191	  0.754673	  0.475264	  0.056475	  0.766672	  0.433672	  0.054042	  0.777094	  0.287714	  0.012881	  0.813433	  0.069103	  0.073242	  0.703085	  0.024614	  0.053193	  0.689574	  0.940084	  0.381536	  0.803703	  0.858800	  0.421942	  0.740753	  0.542145	  0.472017	  0.781675	  0.477977	  0.373306	  0.786918	  0.427411	  0.378037	  0.790902	  0.263094	  0.407402	  0.814038	  0.071768	  0.341749	  0.702281	  0.018695	  0.359338	  0.863887	  0.025639	  0.135443	  0.860593	  0.021997	  0.287506	  0.767364	  1.426766	  0.052743	  0.813133	  1.470305	  0.199364	  0.746905	  1.443096	  0.343568	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    18	0.180	  0.919729	  0.959470	  0.211079	  0.682919	  0.942723	  0.053037	  0.796710	  0.823335	  0.018812	  0.784345	  0.569664	 -0.043149	  0.754619	  0.475267	  0.056515	  0.766644	  0.433679	  0.054075	  0.777123	  0.287733	  0.012904	  0.813439	  0.069106	  0.073260	  0.703092	  0.024608	  0.053196	  0.689573	  0.940093	  0.381588	  0.803553	  0.858815	  0.422023	  0.740638	  0.542132	  0.472066	  0.781587	  0.477972	  0.373336	  0.786847	  0.427393	  0.378067	  0.790801	  0.263074	  0.407420	  0.814025	  0.071778	  0.341738	  0.702293	  0.018694	  0.359310	  0.863835	  0.025602	  0.135431	  0.860621	  0.022015	  0.287505	  0.767305	  1.426751	  0.052789	  0.813062	  1.470293	  0.199396	  0.746770	  1.443091	  0.343591	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    19	0.190	  0.919581	  0.959462	  0.211186	  0.682836	  0.942662	  0.053129	  0.796618	  0.823341	  0.018885	  0.784318	  0.569645	 -0.043112	  0.754542	  0.475269	  0.056561	  0.766593	  0.433685	  0.054093	  0.777092	  0.287727	  0.012926	  0.813432	  0.069115	  0.073269	  0.703067	  0.024618	  0.053202	  0.689452	  0.940109	  0.381600	  0.803418	  0.858850	  0.422081	  0.740566	  0.542108	  0.472120	  0.781489	  0.477969	  0.373364	  0.786739	  0.427375	  0.378089	  0.790684	  0.263053	  0.407447	  0.813998	  0.071771	  0.341752	  0.702257	  0.018698	  0.359291	  0.863822	  0.025605	  0.135429	  0.860648	  0.022032	  0.287502	  0.767260	  1.426738	  0.052821	  0.813001	  1.470271	  0.199413	  0.746687	  1.443106	  0.343586	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    20	0.200	  0.919436	  0.959444	  0.211284	  0.682850	  0.942621	  0.053225	  0.796526	  0.823346	  0.018929	  0.784249	  0.569642	 -0.043078	  0.754440	  0.475261	  0.056593	  0.766553	  0.433684	  0.054134	  0.777021	  0.287719	  0.012942	  0.813427	  0.069120	  0.073274	  0.703080	  0.024627	  0.053202	  0.689227	  0.940158	  0.381601	  0.803290	  0.858884	  0.422139	  0.740462	  0.542097	  0.472167	  0.781379	  0.477970	  0.373407	  0.786631	  0.427372	  0.378100	  0.790502	  0.262999	  0.407464	  0.813995	  0.071792	  0.341755	  0.702273	  0.018716	  0.359299	  0.863870	  0.025660	  0.135455	  0.860640	  0.022034	  0.287510	  0.767243	  1.426739	  0.052827	  0.812925	  1.470253	  0.199412	  0.746619	  1.443124	  0.343560	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    21	0.210	  0.919264	  0.959423	  0.211363	  0.683092	  0.942543	  0.053362	  0.796417	  0.823350	  0.018959	  0.784175	  0.569632	 -0.043054	  0.754354	  0.475255	  0.056630	  0.766474	  0.433656	  0.054166	  0.776962	  0.287726	  0.012970	  0.813422	  0.069133	  0.073280	  0.703090	  0.024620	  0.053198	  0.689012	  0.940190	  0.381603	  0.803130	  0.858871	  0.422177	  0.740311	  0.542081	  0.472198	  0.781242	  0.477957	  0.373438	  0.786529	  0.427373	  0.378111	  0.790368	  0.262967	  0.407485	  0.813997	  0.071805	  0.341759	  0.702252	  0.018703	  0.359309	  0.863888	  0.025687	  0.135457	  0.860661	  0.022047	  0.287508	  0.767204	  1.426718	  0.052804	  0.812873	  1.470244	  0.199396	  0.746546	  1.443135	  0.343552	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    22	0.220	  0.919094	  0.959405	  0.211421	  0.683266	  0.942490	  0.053561	  0.796322	  0.823356	  0.019007	  0.784056	  0.569604	 -0.043041	  0.754282	  0.475247	  0.056661	  0.766384	  0.433646	  0.054190	  0.776923	  0.287726	  0.013004	  0.813428	  0.069146	  0.073301	  0.703106	  0.024627	  0.053207	  0.688790	  0.940206	  0.381557	  0.802974	  0.858883	  0.422199	  0.740116	  0.542080	  0.472229	  0.781081	  0.477937	  0.373451	  0.786425	  0.427358	  0.378122	  0.790287	  0.262963	  0.407503	  0.813977	  0.071786	  0.341765	  0.702234	  0.018669	  0.359323	  0.863840	  0.025661	  0.135437	  0.860672	  0.022068	  0.287515	  0.767172	  1.426691	  0.052767	  0.812849	  1.470248	  0.199375	  0.746470	  1.443142	  0.343532	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    23	0.230	  0.918918	  0.959378	  0.211479	  0.683391	  0.942476	  0.053709	  0.796247	  0.823358	  0.019037	  0.783929	  0.569565	 -0.043028	  0.754183	  0.475230	  0.056684	  0.766285	  0.433636	  0.054211	  0.776862	  0.287724	  0.013015	  0.813412	  0.069142	  0.073319	  0.703093	  0.024634	  0.053201	  0.688612	  0.940246	  0.381546	  0.802837	  0.858907	  0.422237	  0.739937	  0.542081	  0.472239	  0.780935	  0.477954	  0.373468	  0.786296	  0.427342	  0.378118	  0.790203	  0.262959	  0.407510	  0.813952	  0.071780	  0.341765	  0.702224	  0.018683	  0.359328	  0.863808	  0.025665	  0.135445	  0.860660	  0.022082	  0.287535	  0.767121	  1.426661	  0.052704	  0.812786	  1.470245	  0.199325	  0.746414	  1.443144	  0.343477	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    24	0.240	  0.918706	  0.959351	  0.211531	  0.683522	  0.942472	  0.053862	  0.796151	  0.823366	  0.019072	  0.783772	  0.569537	 -0.043030	  0.754091	  0.475225	  0.056706	  0.766181	  0.433603	  0.054227	  0.776818	  0.287729	  0.013038	  0.813391	  0.069147	  0.073315	  0.703069	  0.024631	  0.053198	  0.688518	  0.940267	  0.381579	  0.802711	  0.858937	  0.422255	  0.739742	  0.542064	  0.472263	  0.780778	  0.477962	  0.373490	  0.786171	  0.427328	  0.378120	  0.790131	  0.262942	  0.407522	  0.813935	  0.071780	  0.341760	  0.702229	  0.018689	  0.359311	  0.863839	  0.025688	  0.135469	  0.860649	  0.022087	  0.287532	  0.767067	  1.426630	  0.052628	  0.812686	  1.470229	  0.199252	  0.746405	  1.443142	  0.343408	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    25	0.250	  0.918506	  0.959322	  0.211590	  0.683518	  0.942528	  0.053975	  0.796061	  0.823377	  0.019097	  0.783649	  0.569539	 -0.043033	  0.753976	  0.475208	  0.056729	  0.766083	  0.433586	  0.054225	  0.776743	  0.287728	  0.013034	  0.813357	  0.069144	  0.073314	  0.703067	  0.024612	  0.053198	  0.688468	  0.940267	  0.381605	  0.802540	  0.858946	  0.422266	  0.739569	  0.542040	  0.472300	  0.780617	  0.477942	  0.373510	  0.786052	  0.427328	  0.378128	  0.790057	  0.262945	  0.407516	  0.813919	  0.071779	  0.341756	  0.702251	  0.018701	  0.359316	  0.863851	  0.025691	  0.135464	  0.860649	  0.022096	  0.287526	  0.766959	  1.426587	  0.052542	  0.812582	  1.470212	  0.199152	  0.746378	  1.443152	  0.343322	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    26	0.260	  0.918308	  0.959300	  0.211625	  0.683361	  0.942567	  0.054011	  0.795960	  0.823387	  0.019114	  0.783527	  0.569520	 -0.043032	  0.753856	  0.475200	  0.056754	  0.765978	  0.433566	  0.054240	  0.776682	  0.287729	  0.013035	  0.813335	  0.069134	  0.073331	  0.703064	  0.024618	  0.053202	  0.688388	  0.940280	  0.381601	  0.802364	  0.858957	  0.422270	  0.739386	  0.542019	  0.472318	  0.780468	  0.477934	  0.373523	  0.785902	  0.427310	  0.378115	  0.789975	  0.262933	  0.407505	  0.813902	  0.071784	  0.341754	  0.702243	  0.018708	  0.359332	  0.863833	  0.025686	  0.135466	  0.860640	  0.022096	  0.287518	  0.766840	  1.426536	  0.052426	  0.812510	  1.470186	  0.199031	  0.746350	  1.443150	  0.343226	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    27	0.270	  0.918141	  0.959282	  0.211662	  0.683296	  0.942554	  0.053992	  0.795838	  0.823400	  0.019131	  0.783390	  0.569498	 -0.043057	  0.753756	  0.475187	  0.056766	  0.765886	  0.433549	  0.054260	  0.776567	  0.287703	  0.013021	  0.813333	  0.069138	  0.073342	  0.703053	  0.024597	  0.053188	  0.688172	  0.940296	  0.381537	  0.802188	  0.858985	  0.422274	  0.739200	  0.542025	  0.472325	  0.780319	  0.477931	  0.373501	  0.785768	  0.427301	  0.378116	  0.789847	  0.262898	  0.407514	  0.813890	  0.071790	  0.341744	  0.702230	  0.018710	  0.359311	  0.863835	  0.025703	  0.135462	  0.860620	  0.022083	  0.287515	  0.766697	  1.426476	  0.052282	  0.812415	  1.470149	  0.198898	  0.746325	  1.443142	  0.343125	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    28	0.280	  0.918007	  0.959271	  0.211689	  0.683012	  0.942516	  0.053884	  0.795740	  0.823413	  0.019143	  0.783263	  0.569463	 -0.043078	  0.753633	  0.475169	  0.056765	  0.765779	  0.433544	  0.054258	  0.776438	  0.287670	  0.013015	  0.813339	  0.069136	  0.073337	  0.703050	  0.024579	  0.053185	  0.687824	  0.940336	  0.381443	  0.802014	  0.859003	  0.422281	  0.739000	  0.542031	  0.472323	  0.780170	  0.477936	  0.373503	  0.785631	  0.427288	  0.378099	  0.789707	  0.262873	  0.407513	  0.813863	  0.071785	  0.341739	  0.702251	  0.018702	  0.359291	  0.863848	  0.025711	  0.135467	  0.860616	  0.022087	  0.287508	  0.766565	  1.426422	  0.052149	  0.812340	  1.470132	  0.198748	  0.746298	  1.443156	  0.343023	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
